Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Holden, Connor",OVC,Murray St.,Fr,P,,,17.2,80,23.75,5,18.75,0.294,0.35,0.397,0.322,20,16.25,2.33
"Holden, Travis",Sun Belt,Appalachian St.,Sr,P,,,17,81,12.35,9.88,2.47,0.294,0.383,0.441,0.358,29.63,17.28,6.21
"Holloway, Ryan",Mountain West,Air Force,Sr,P,,,37.2,167,16.17,10.78,5.39,0.245,0.341,0.353,0.308,31.74,14.97,4.25
"Hollowell, Gavin",Big East,St. Johns (NY),So,P,,,20.1,75,32,10.67,21.33,0.141,0.24,0.172,0.198,18.67,22.67,2.1
"Holmes, Cody",Southwestern,Ark. Pine Bluff,Jr,P,,,16.2,76,21.05,10.53,10.52,0.292,0.382,0.538,0.39,25,14.47,5.43
"Holmes, Max",AAC,USF,Fr,P,,,5,19,21.05,0,21.05,0.222,0.263,0.444,0.302,31.58,21.05,4.75
"Holmes, Trevor",AAC,UConn,Sr,P,,,8.2,49,20.41,12.24,8.17,0.359,0.408,0.59,0.404,20.41,10.2,6.07
"Holston, Greer",SEC,Ole Miss,So,P,,,19,87,19.54,8.05,11.49,0.28,0.356,0.4,0.331,14.94,27.59,4.3
"Holt, Carter",Sun Belt,Arkansas St.,Fr,P,,,25,118,11.02,11.02,0,0.299,0.415,0.454,0.382,22.03,24.58,5.55
"Holt, John",Mid American,Eastern Mich.,So,P,,,6,29,20.69,24.14,-3.45,0.211,0.448,0.421,0.389,13.79,17.24,7.81
"Holt, Matt",Atlantic 10,La Salle,So,P,,,22.1,101,20.79,5.94,14.85,0.289,0.337,0.4,0.318,21.78,20.79,3.51
"Holton, Tyler",ACC,Florida St,Jr,P,2018,279,4,15,26.67,6.67,20,0.077,0.133,0.154,0.129,20,33.33,1.9
"Holubecki, Anthony",ACC,Notre Dame,So,P,,,17.1,83,15.66,16.87,-1.21,0.288,0.41,0.53,0.398,12.05,28.92,7.3
"Holweger, Andrew",Southern,Furman,So,P,,,4,27,7.41,22.22,-14.81,0.389,0.481,0.722,0.464,18.52,14.81,9.9
"Holyfield, Ashton",OVC,Southeast Mo. St.,Jr,P,,,19.2,91,21.98,7.69,14.29,0.313,0.363,0.438,0.342,18.68,19.78,2.99
"Hood, Byron",Big 10,Nebraska,Jr,P,,,6,41,12.2,21.95,-9.75,0.36,0.561,0.52,0.469,17.07,9.76,10.65
"Hooper, Cole",ACC,NC State,Fr,P,,,1,3,0,33.33,-33.33,0,0.333,0,0.23,33.33,33.33,6.15
"Hopeck, Zack",Sun Belt,Coastal Carolina,Sr,P,,,58,248,18.55,7.26,11.29,0.269,0.343,0.388,0.321,23.39,22.58,4.03
"Hoppe, Alex",Southern,UNCG,Fr,P,,,1,11,9.09,63.64,-54.55,0.25,0.727,0.25,0.52,18.18,0,22.15
"Hoppock, Grant",ASUN,USC Upstate,So,P,,,25.2,112,21.43,11.61,9.82,0.226,0.33,0.247,0.271,29.46,13.39,3.15
"Horak, Jordan",West Coast,Portland,Sr,P,,,14,71,16.9,18.31,-1.41,0.269,0.423,0.404,0.367,11.27,25.35,6.72
"Horkey, Matt",Conference USA,Charlotte,Sr,P,,,22,90,14.44,4.44,10,0.262,0.289,0.393,0.29,18.89,35.56,3.1
"Horn, Jared",Pac 12,California,So,P,,,38.1,185,14.05,10.81,3.24,0.297,0.389,0.368,0.339,28.11,16.76,4.51
"Horn, Monty",ASUN,Kennesaw State,Fr,P,,,9,38,23.68,7.89,15.79,0.273,0.368,0.303,0.31,10.53,28.95,2.81
"Horn, Peter",Metro Atlantic,Fairfield,Jr,P,,,18.2,87,10.34,5.75,4.59,0.354,0.391,0.456,0.365,35.63,12.64,3.86
"Horn, Trevor",Mountain West,UNLV,Jr,P,2018,1156,47.1,215,13.02,6.05,6.97,0.328,0.367,0.465,0.357,26.51,22.33,3.95
"Hornich, Matt",Colonial,Delaware,Sr,P,,,30.2,139,16.55,7.19,9.36,0.288,0.331,0.472,0.338,15.83,31.65,4.77
"Horrell, Michael",Big South,Campbell,Jr,P,,,47.1,199,16.58,7.54,9.04,0.233,0.307,0.313,0.277,28.64,22.61,3.3
"Horsley, Tyler",OVC,Murray St.,So,P,,,8,52,9.62,19.23,-9.61,0.421,0.519,0.684,0.488,9.62,23.08,9.27
"Horstmeier, Dalton",Missouri Valley,Evansville,Sr,OF,,,16.1,82,18.29,14.63,3.66,0.333,0.451,0.545,0.426,13.41,21.95,5.69
"Horton, Bubba",Big 10,Minnesota,Fr,P,,,10.1,40,32.5,12.5,20,0.2,0.3,0.286,0.268,22.5,15,3.35
"Horton, Daulton",Southwestern,Ark. Pine Bluff,Sr,INF,,,2,12,0,25,-25,0.143,0.5,0.286,0.396,16.67,33.33,10.65
"Horton, Trey",Sun Belt,Georgia St.,Fr,P,,,16.1,73,19.18,9.59,9.59,0.246,0.37,0.246,0.296,26.03,17.81,3.64
"Horvath, Nick",SEC,Florida,Sr,OF,2018,745,1.1,8,0,0,0,0.5,0.5,1,0.627,25,25,14.97
"Hoskins, Toby",Mid-Eastern,UMES,Sr,P,,,60.1,256,16.8,5.08,11.72,0.267,0.316,0.36,0.294,25,22.66,3.63
"Hostert, Kohl",Western Athletic,Utah Valley,Jr,P,,,2.1,11,18.18,0,18.18,0.364,0.364,0.636,0.415,27.27,18.18,1.24
"House, Thomas",Mid American,Eastern Mich.,Fr,P,,,26.1,107,17.76,14.95,2.81,0.151,0.308,0.174,0.244,18.69,31.78,3.99
"Hovey, Scott",Atlantic 10,Massachusetts,Jr,P,,,1.2,13,7.69,30.77,-23.08,0.375,0.615,1.125,0.646,15.38,15.38,35.65
"Howard, Corey",Big South,Gardner-Webb,Jr,OF,,,0.1,1,0,0,0,0,0,0,0,0,100,3.15
"Howard, Travis",West Coast,Santa Clara,So,P,,,35.1,161,20.5,9.32,11.18,0.307,0.366,0.489,0.36,19.25,19.25,4.94
"Howard, Tyler",Metro Atlantic,Niagara,Jr,P,,,34.2,146,17.81,8.22,9.59,0.252,0.315,0.307,0.277,25.34,21.92,3.23
"Howell, Reed",Sun Belt,Appalachian St.,Sr,P,,,12.2,68,22.06,11.76,10.3,0.296,0.426,0.519,0.407,11.76,22.06,7.08
"Hower, Colton",American East,UMBC,Jr,P,,,7.2,39,10.26,15.38,-5.12,0.323,0.462,0.516,0.424,23.08,20.51,5.37
"Hroch, Chance",Western Athletic,New Mexico St.,So,P,,,19,79,25.32,5.06,20.26,0.26,0.291,0.301,0.26,29.11,13.92,1.67
"Hubbe, Sam",Big East,Butler,Jr,P,,,36,164,14.02,7.93,6.09,0.264,0.354,0.343,0.313,23.17,25.61,4.7
"Hudson, Josh",Atlantic 10,Davidson,Jr,P,,,38.1,173,15.61,11.56,4.05,0.25,0.347,0.365,0.317,16.18,32.37,4.91
"Hudson, Tristen",Big 12,West Virginia,Fr,UT,,,14,70,18.57,12.86,5.71,0.273,0.371,0.382,0.329,24.29,14.29,4.58
"Hueckman, Ty",Mountain West,Nevada,So,P,,,14,56,17.86,8.93,8.93,0.24,0.304,0.34,0.283,19.64,30.36,3.72
"Huff, Drew",Conference USA,Middle Tenn,Jr,INF,,,18.2,86,25.58,8.14,17.44,0.297,0.395,0.486,0.384,8.14,26.74,4.85
"Huffman, Brady",Missouri Valley,Illinois St.,So,P,,,44.1,193,19.17,6.74,12.43,0.271,0.332,0.452,0.338,17.1,30.57,4.62
"Huffman, Dalton",Summit League,Fort Wayne,Fr,P,,,3.1,24,20.83,12.5,8.33,0.444,0.583,0.556,0.499,12.5,8.33,5.73
"Huggins, Ryne",ACC,Clemson,Fr,P,,,1.1,10,10,10,0,0.429,0.4,1.714,0.674,10,20,39.51
"Hughes, Jonathan",ACC,Georgia Tech,Jr,P,,,9.1,53,15.09,16.98,-1.89,0.308,0.472,0.487,0.419,16.98,18.87,7.1
"Hughes, Sean",ACC,Boston College,Jr,P,,,9.2,49,22.45,12.24,10.21,0.263,0.388,0.316,0.323,12.24,22.45,3.69
"Hughey, Jacob",Big West,Long Beach St.,So,P,,,16.1,75,17.33,9.33,8,0.25,0.333,0.344,0.301,20,26.67,4.02
"Huisman, Jack",Mid American,Western Mich.,Fr,P,,,3,25,8,24,-16,0.533,0.72,0.8,0.622,12,8,16.15
"Hulbert, James",Atlantic 10,Richmond,So,P,,,13.2,52,26.92,13.46,13.46,0.178,0.288,0.333,0.277,28.85,15.38,3.6
"Hull, Denson",Big East,Creighton,Jr,P,,,18,78,20.51,8.97,11.54,0.221,0.308,0.309,0.277,25.64,21.79,3.59
"Hull, Nick",Western Athletic,Grand Canyon,Fr,P,,,20,96,21.88,9.38,12.5,0.329,0.448,0.468,0.406,17.71,15.63,5.55
"Humphries, Lawson",Sun Belt,Georgia Southern,Jr,P,,,11.1,56,26.79,12.5,14.29,0.209,0.339,0.372,0.313,16.07,17.86,5.49
"Hunley, Sean",SEC,Tennessee,Fr,P,,,46,198,20.71,4.04,16.67,0.295,0.333,0.393,0.316,19.19,25.25,2.99
"Hunt, Clay",Colonial,Col. of Charleston,Jr,INF,,,13.1,55,36.36,7.27,29.09,0.204,0.255,0.286,0.237,18.18,16.36,2
"Hunt, Nolan",Metro Atlantic,Canisius,Jr,P,,,6.1,45,8.89,13.33,-4.44,0.457,0.511,0.829,0.528,11.11,22.22,11.67
"Hunter, Leon",Mid-Eastern,N.C. A&T,Jr,P,,,18,75,22.67,10.67,12,0.159,0.24,0.19,0.2,21.33,26.67,2.59
"Hunter, Max",Ivy League,Dartmouth,Fr,P,,,9.2,46,10.87,2.17,8.7,0.317,0.37,0.439,0.35,13.04,36.96,3.36
"Huntington, Ryan",Southwestern,Grambling,Jr,P,,,28.2,132,21.21,9.85,11.36,0.333,0.394,0.5,0.378,15.15,21.21,3.11
"Hupp, Sean",ASUN,USC Upstate,So,P,,,26.2,120,24.17,8.33,15.84,0.23,0.325,0.35,0.298,34.17,5.83,3.76
"Hurayt, John",OVC,Morehead St.,So,P,,,8.1,40,15,25,-10,0.25,0.475,0.286,0.372,20,17.5,6.11
"Hurdsman, Brayson",AAC,Houston,So,P,,,34,149,14.77,7.38,7.39,0.26,0.322,0.397,0.311,19.46,30.87,4.24
"Hurn, Grant",Big East,Butler,Fr,P,,,1,5,40,20,20,0,0.4,0,0.282,0,20,5.15
"Hursey, Alex",OVC,Tennessee Tech,Jr,P,,,51.2,232,14.22,8.19,6.03,0.277,0.336,0.49,0.35,20.26,29.74,6.14
"Hurst, Everett",Conference USA,FIU,Fr,P,,,14.1,74,22.97,9.46,13.51,0.263,0.378,0.439,0.352,14.86,18.92,5.35
"Hurst, Jacob",Missouri Valley,Bradley,Jr,P,,,2.2,10,0,0,0,0.111,0.1,0.111,0.088,40,40,3.15
"Hurt, Kyle",Pac 12,Southern Cal,Fr,P,,,47.2,210,18.1,10.48,7.62,0.26,0.357,0.376,0.326,21.43,24.29,3.87
"Hurter, Brant",ACC,Georgia Tech,Fr,P,,,38.2,168,23.21,8.93,14.28,0.234,0.315,0.317,0.283,19.05,23.81,2.94
"Huschle, Alden",Western Athletic,Seattle U,So,P,,,8.2,44,9.09,13.64,-4.55,0.194,0.364,0.258,0.296,31.82,15.91,5.83
"Hussey, David",OVC,UT Martin,So,P,,,21.1,99,24.24,6.06,18.18,0.295,0.354,0.477,0.355,15.15,23.23,4.62
"Husson, Aaron",American East,UMBC,Fr,P,,,24.2,115,16.52,10.43,6.09,0.255,0.33,0.398,0.315,13.04,33.91,4.8
"Hutchinson, Gage",ACC,Florida St,Jr,P,,,8,45,24.44,11.11,13.33,0.333,0.467,0.472,0.416,17.78,11.11,5.4
"Hutchinson, Logan",ASUN,Kennesaw State,Sr,P,,,11,55,21.82,12.73,9.09,0.34,0.418,0.489,0.391,20,14.55,5.24
"Hutchinson, Tyler",OVC,SIUE,Jr,P,,,8.1,47,8.51,0,8.51,0.5,0.489,0.609,0.469,23.4,17.02,3.76
"Hutchison, Rodney",ACC,North Carolina,Jr,P,2018,187,39.2,178,21.91,3.37,18.54,0.275,0.32,0.362,0.298,28.09,15.17,2.82
"Hutson, G.",Southland,Abilene Christian,Jr,P,,,27,120,20,5,15,0.325,0.358,0.579,0.394,24.17,20,4.44
"Inman, Davie",Sun Belt,Coastal Carolina,Jr,P,,,30,127,29.92,7.09,22.83,0.218,0.315,0.336,0.293,22.05,15.75,3.51
"Inouye, Blake",West Coast,BYU,Jr,P,,,30,143,16.08,6.29,9.79,0.323,0.371,0.523,0.378,20.98,24.48,4.01
"Insognia, Nick",American East,Stony Brook,Fr,P,,,7.1,41,21.95,12.2,9.75,0.343,0.439,0.514,0.412,24.39,9.76,3.15
"Ipsen, Jack",Northeast,Bryant,So,P,,,10,50,16,10,6,0.308,0.4,0.59,0.404,26,12,6.55
"Irvin, Jake",Big 12,Oklahoma,Jr,P,2018,131,51.2,218,27.98,7.8,20.18,0.212,0.271,0.337,0.263,22.48,19.27,3.09
"Irving, Curtiss",Big 10,Ohio State,Sr,P,,,12.1,57,24.56,7.02,17.54,0.283,0.404,0.435,0.369,19.3,14.04,4.39
"Issa, Brandon",AAC,Tulane,Jr,P,,,2,6,16.67,16.67,0,0,0.167,0,0.115,33.33,33.33,3.65
"Iverson, Zach",Big 10,Michigan State,Fr,UT,,,2,8,25,25,0,0.167,0.375,0.167,0.282,0,37.5,4.15
"Ivey, Brandon",Big 12,Texas,Jr,P,,,1.1,7,14.29,28.57,-14.28,0.4,0.571,0.4,0.448,14.29,14.29,6.78
"Jacik, Logan",Mid American,Ohio,Sr,P,,,15.1,67,16.42,13.43,2.99,0.214,0.328,0.268,0.278,28.36,20.9,4.54
"Jackson, Adam",Conference USA,Southern Miss,Jr,P,,,13.2,64,15.63,12.5,3.13,0.291,0.391,0.564,0.405,15.63,29.69,7.62
"Jackson, Connor",Pac 12,California,Jr,P,,,1,4,0,0,0,0,0.5,0,0.36,25,25,9.15
"Jackson, Jake",Mountain West,Nevada,Fr,P,,,42.1,188,21.81,4.79,17.02,0.272,0.314,0.42,0.313,19.68,23.94,3.98
"Jackson, Jenner",Southland,Incarnate Word,Sr,P,,,16.1,73,27.4,1.37,26.03,0.279,0.329,0.368,0.306,19.18,20.55,1.59
"Jackson, Jordan",Mountain West,Nevada,Fr,P,,,16.1,68,23.53,17.65,5.88,0.111,0.265,0.13,0.205,10.29,36.76,3.4
"Jackson, Richard",SEC,Tennessee,Jr,P,,,5,28,17.86,7.14,10.72,0.458,0.5,0.792,0.524,3.57,25,5.55
"Jackson, Ryan",Western Athletic,UTRGV,Jr,P,,,31,113,22.12,1.77,20.35,0.204,0.212,0.259,0.203,32.74,21.24,2.15
"Jacob, Alek",West Coast,Gonzaga,Fr,P,,,62.2,250,26.8,7.2,19.6,0.159,0.264,0.215,0.227,19.6,25.6,2.95
"Jacob, Michael",Mid American,Toledo,Jr,P,,,55.1,248,14.52,12.1,2.42,0.272,0.367,0.354,0.322,25.81,20.16,4.22
"Jacobs, Tucker",Mountain West,Air Force,Sr,P,,,2.2,12,8.33,33.33,-25,0.25,0.5,0.25,0.377,8.33,33.33,7.69
"Jacobsak, Sam",Colonial,Northeastern,Fr,P,,,10.2,52,25,17.31,7.69,0.211,0.365,0.316,0.311,17.31,15.38,5.11
"Jacques, Joe",Metro Atlantic,Manhattan,Sr,P,2018,984,22.1,117,20.51,5.98,14.53,0.365,0.419,0.433,0.373,24.79,11.11,3.06
"Jahn, Connor",Big South,Presbyterian,Sr,P,,,9.2,57,22.81,19.3,3.51,0.432,0.544,0.636,0.498,8.77,12.28,7.06
"Jahn, Jonathan",Big 10,Ohio State,Fr,P,,,0.2,3,0,0,0,0,0.333,0,0.24,33.33,33.33,18.15
"Jaksich, Lukas",Mid American,Ball St.,So,P,,,14.2,67,14.93,14.93,0,0.304,0.418,0.464,0.387,19.4,23.88,5.89
"James, Daniel",Sun Belt,UT Arlington,Sr,P,2018,782,18,88,19.32,11.36,7.96,0.288,0.364,0.397,0.33,20.45,19.32,3.81
"James, Keegan",SEC,Mississippi St.,So,P,,,29,130,16.92,9.23,7.69,0.273,0.369,0.355,0.325,26.15,18.46,3.94
"James, Michael",Colonial,Hofstra,Sr,P,,,23,101,16.83,7.92,8.91,0.25,0.317,0.352,0.294,18.81,29.7,4.1
"Jameson, Drey",Mid American,Ball St.,Fr,OF,,,48.1,212,33.02,9.91,23.11,0.217,0.321,0.356,0.301,16.98,16.51,3.4
"Janczak, Jared",Big 12,TCU,Jr,P,2018,961,20.1,76,34.21,6.58,27.63,0.191,0.276,0.338,0.273,22.37,15.79,3.05
"Jangols, Vitaly",Atlantic 10,Rhode Island,So,P,,,27.2,121,16.53,2.48,14.05,0.267,0.331,0.419,0.323,14.88,32.23,4.43
"Janss, Erik",Atlantic 10,La Salle,So,P,,,12.2,53,30.19,7.55,22.64,0.196,0.264,0.457,0.3,7.55,32.08,4.95
"Janssen, Mitch",Missouri Valley,Bradley,Jr,P,,,42.2,174,24.14,10.34,13.8,0.219,0.31,0.377,0.302,17.82,25.86,4.19
"Jarvis, Bryce",ACC,Duke,Fr,UT,,,31.1,120,39.17,8.33,30.84,0.106,0.208,0.135,0.171,17.5,20.83,1.47
"Jeans, Trey",Sun Belt,La.-Monroe,Jr,P,,,47.1,212,20.28,10.85,9.43,0.246,0.34,0.372,0.315,14.62,30.19,3.87
"Jednat, Conner",Sun Belt,South Ala.,Fr,P,,,3.1,18,22.22,22.22,0,0.25,0.5,0.583,0.463,11.11,16.67,10.57
"Jefferies, Kendal",Conference USA,Rice,Jr,INF,,,37,164,20.12,5.49,14.63,0.303,0.366,0.359,0.322,23.78,17.68,3.01
"Jeffers, Cooper",Big South,High Point,Jr,P,,,16.1,69,13.04,17.39,-4.35,0.286,0.406,0.429,0.367,30.43,14.49,5.88
"Jelinek, Bo",West Coast,San Francisco,Fr,P,,,3.1,14,7.14,0,7.14,0.231,0.286,0.308,0.266,35.71,28.57,3.47
"Jenkins, Brandon",Big South,Campbell,Fr,P,,,31.1,131,29.77,13.74,16.03,0.165,0.29,0.284,0.263,14.5,25.19,3.4
"Jenkins, Brendan",West Coast,San Francisco,Sr,P,,,32.1,125,24.8,6.4,18.4,0.171,0.24,0.198,0.204,21.6,27.2,2.24
"Jenkins, Jason",Mid-Eastern,N.C. A&T,Fr,P,,,12,49,22.45,8.16,14.29,0.231,0.286,0.231,0.232,18.37,20.41,2.56
"Jenkins, Liam",ACC,Louisville,Jr,P,2018,523,10.1,48,35.42,22.92,12.5,0.143,0.354,0.171,0.272,12.5,14.58,3.35
"Jenkins, Michael",Atlantic 10,La Salle,Fr,P,,,26,121,18.18,4.13,14.05,0.315,0.364,0.559,0.389,18.18,26.45,4.99
"Jenkins, Niko",Atlantic 10,La Salle,So,UT,,,18,83,20.48,9.64,10.84,0.278,0.373,0.403,0.344,15.66,26.51,3.81
"Jensen, Ryan",Mountain West,Fresno St.,So,P,,,38.2,188,19.15,9.57,9.58,0.318,0.404,0.409,0.357,24.47,12.23,4.06
"Jensen, Will",West Coast,Pepperdine,So,P,,,25.1,93,27.96,4.3,23.66,0.182,0.226,0.261,0.216,23.66,25.81,2.19
"Jerla, Charlie",Metro Atlantic,Marist,Sr,P,,,56,266,14.66,11.65,3.01,0.29,0.376,0.425,0.348,19.17,25.19,5.54
"Jernigan, Trey",Big South,UNC Asheville,Fr,P,,,6.2,40,12.5,10,2.5,0.441,0.5,0.794,0.528,25,10,8.15
"Jett, Jack",Conference USA,Old Dominion,Jr,P,,,5.2,28,28.57,25,3.57,0.2,0.393,0.2,0.298,21.43,7.14,4.11
"Johns, Braxton",Sun Belt,Georgia Southern,So,P,,,34.1,151,17.88,5.96,11.92,0.244,0.305,0.37,0.294,25.17,24.5,3.85
"Johnson, A.J.",OVC,SIUE,So,P,,,2.2,15,26.67,13.33,13.34,0.273,0.467,0.545,0.434,6.67,20,4.97
"Johnson, Boby",Missouri Valley,Bradley,Jr,P,2018,486,32.2,137,21.9,8.76,13.14,0.208,0.292,0.358,0.285,21.9,25.55,4.3
"Johnson, Brandon",Atlantic 10,Richmond,Sr,C,,,0.2,2,100,0,100,0,0,0,0,0,0,-16.85
"Johnson, Bryce",Summit League,South Dakota St.,Jr,P,,,25,126,11.9,5.56,6.34,0.354,0.405,0.46,0.375,14.29,31.75,3.79
"Johnson, Carter",Western Athletic,UTRGV,Sr,P,,,34,142,26.76,7.75,19.01,0.234,0.303,0.315,0.274,21.13,19.01,2.91
"Johnson, Cobi",ACC,Florida St,Jr,P,2018,896,11.2,51,29.41,11.76,17.65,0.214,0.314,0.31,0.28,11.76,23.53,3.5
"Johnson, Colton",Missouri Valley,Illinois St.,So,P,,,32.1,155,17.42,12.26,5.16,0.321,0.413,0.504,0.394,23.23,16.77,5.14
"Johnson, Connor",American East,Maine,Sr,P,,,23.2,115,9.57,14.78,-5.21,0.293,0.426,0.348,0.356,25.22,21.74,5.6
"Johnson, Daniel",Big South,Charleston So.,Sr,P,,,40,169,29.59,8.88,20.71,0.224,0.284,0.367,0.28,9.47,28.4,3.72
"Johnson, David",Sun Belt,Georgia Southern,Fr,P,,,39.1,167,17.96,8.38,9.58,0.264,0.335,0.326,0.295,29.94,15.57,3.66
"Johnson, Evan",Big East,Creighton,Jr,P,,,10.1,47,14.89,8.51,6.38,0.289,0.34,0.316,0.287,14.89,27.66,3.25
"Johnson, Joe",Big South,High Point,So,UT,,,22.2,94,20.21,8.51,11.7,0.222,0.319,0.407,0.317,19.15,27.66,4.81
"Johnson, Jordan",Southwestern,Prairie View,Sr,P,,,3.1,25,4,20,-16,0.412,0.56,0.588,0.485,16,20,9.28
"Johnson, Kyle",Patriot,Holy Cross,Fr,P,,,10,52,21.15,15.38,5.77,0.333,0.442,0.524,0.414,11.54,21.15,6.25
"Johnson, Kyle",Patriot,Lafayette,Jr,P,,,21,99,8.08,8.08,0,0.294,0.343,0.494,0.349,20.2,32.32,6.15
"Johnson, Lance",Sun Belt,Troy,So,P,,,15.2,72,13.89,12.5,1.39,0.241,0.347,0.328,0.302,36.11,11.11,4
"Johnson, MD",Missouri Valley,Dallas Baptist,Jr,P,,,50,208,24.52,10.1,14.42,0.231,0.313,0.425,0.319,17.31,26.92,4.51
"Johnson, Michael",Mid-Eastern,N.C. A&T,So,P,,,53.2,235,13.19,5.96,7.23,0.286,0.336,0.39,0.315,27.23,23.4,3.79
"Johnson, Nicholas",Southwestern,Mississippi Val.,Fr,P,,,57,291,7.22,8.25,-1.03,0.362,0.409,0.571,0.408,19.93,28.52,4.97
"Johnson, Nick",Atlantic 10,Rhode Island,Sr,P,2018,618,18.1,71,39.44,9.86,29.58,0.119,0.211,0.153,0.175,16.9,16.9,1.38
"Johnson, Nolan",Missouri Valley,Southern Ill.,Fr,P,,,2.2,16,37.5,18.75,18.75,0.385,0.5,1.077,0.617,0,12.5,19.51
"Johnson, Regynold",Southwestern,Alcorn,Sr,P,,,7.2,53,11.32,18.87,-7.55,0.41,0.509,0.744,0.5,7.55,24.53,9.67
"Johnson, Riley",Summit League,North Dakota St.,So,P,,,58.2,251,17.13,7.57,9.56,0.251,0.331,0.372,0.308,20.72,26.29,3.83
"Johnson, Ryan",Northeast,Bryant,Sr,P,,,2.1,12,8.33,16.67,-8.34,0.333,0.5,0.333,0.395,25,16.67,6.48
"Johnson, Ryan",Southland,Lamar,Sr,P,,,2,14,7.14,21.43,-14.29,0.333,0.571,0.444,0.465,7.14,28.57,9.65
"Johnson, Spencer",Pac 12,Utah,Jr,P,,,4.2,21,14.29,14.29,0,0.188,0.333,0.375,0.313,9.52,38.1,7.67
"Johnson, Spencer Kevin",Pac 12,Utah,So,P,,,22,97,35.05,17.53,17.52,0.197,0.34,0.355,0.311,14.43,13.4,4.28
"Johnson, Trent",AAC,Tulane,So,P,,,30,141,19.15,11.35,7.8,0.267,0.348,0.325,0.301,12.77,30.5,3.05
"Johnson, Trent",Big 10,Purdue,Fr,P,,,26.2,115,25.22,14.78,10.44,0.136,0.322,0.216,0.267,13.91,26.96,4.79
"Johnson, Tyler",Big South,Gardner-Webb,Jr,P,2018,907,29.1,122,34.43,7.38,27.05,0.211,0.287,0.33,0.273,19.67,16.39,1.94
"Johnston, Corey",Southern,VMI,So,P,,,23.2,101,23.76,13.86,9.9,0.183,0.317,0.268,0.274,19.8,22.77,4.4
"Johnston, Reid",ACC,NC State,Fr,P,,,38.2,150,21.33,3.33,18,0.197,0.227,0.296,0.226,23.33,31.33,2.28
"Johnston, Ryan",Big West,UC Irvine,So,OF,,,2.1,9,22.22,11.11,11.11,0.375,0.444,0.375,0.369,11.11,22.22,2.67
"Johnston, Seth",Sun Belt,Georgia Southern,Fr,P,,,1.1,4,25,0,25,0.25,0.25,0.5,0.31,0,50,1.33
"Jones, Alexandre",Metro Atlantic,Niagara,Fr,P,,,18.2,105,16.19,15.24,0.95,0.372,0.467,0.523,0.425,15.24,20,5.51
"Jones, Brent",ASUN,NJIT,Sr,P,,,7.1,34,29.41,5.88,23.53,0.29,0.324,0.516,0.348,20.59,14.71,3.01
"Jones, Carson",Conference USA,UAB,Sr,P,,,31.1,133,20.3,6.77,13.53,0.233,0.286,0.336,0.269,27.07,19.55,3.31
"Jones, Chet",Southland,Lamar,Fr,P,,,18.2,82,17.07,1.22,15.85,0.295,0.317,0.449,0.326,23.17,26.83,2.82
"Jones, Connor",Patriot,Lafayette,Jr,P,,,20,92,10.87,4.35,6.52,0.329,0.359,0.541,0.376,22.83,28.26,4.2
"Jones, Grayson",Colonial,James Madison,Fr,P,,,5.2,24,8.33,12.5,-4.17,0.238,0.333,0.286,0.284,33.33,25,4.11
"Jones, Holt",ACC,Clemson,Fr,P,,,10.1,51,23.53,11.76,11.77,0.244,0.373,0.268,0.303,15.69,21.57,3.44
"Jones, Jackson",Metro Atlantic,Niagara,Jr,P,,,17.1,79,21.52,15.19,6.33,0.203,0.367,0.305,0.312,25.32,12.66,4.9
"Jones, Jake",OVC,Murray St.,Fr,P,,,24.1,112,15.18,8.04,7.14,0.343,0.42,0.495,0.397,19.64,23.21,4.43
"Jones, Jordan",Pac 12,Washington,So,P,,,59.1,248,18.55,2.42,16.13,0.266,0.29,0.408,0.297,19.76,30.65,2.98
"Jones, Matt",Metro Atlantic,Manhattan,Jr,P,,,12,51,19.61,9.8,9.81,0.205,0.294,0.432,0.308,11.76,37.25,4.06
"Jones, Nathan",Southland,Northwestern St.,Jr,P,,,60.1,250,18.8,8,10.8,0.241,0.304,0.35,0.285,30.4,17.6,3.6
"Jones, Nick",Sun Belt,Georgia Southern,Fr,P,,,1.2,10,30,10,20,0.333,0.4,0.333,0.332,30,0,0.65
"Jones, Rutty",Southern,Furman,Jr,P,,,2,15,13.33,40,-26.67,0.333,0.6,0.778,0.552,20,6.67,16.65
"Jones, Stephen",Southern,Samford,Jr,P,2018,1127,40.1,169,20.71,5.92,14.79,0.215,0.302,0.262,0.26,27.81,20.71,2.82
"Jones, Tiegen",Mountain West,Fresno St.,Fr,P,,,10.2,54,14.81,5.56,9.25,0.333,0.407,0.467,0.377,14.81,25.93,4.91
"Jones, Tyler",Atlantic 10,Dayton,So,P,,,34.2,160,18.75,5,13.75,0.345,0.406,0.462,0.38,22.5,18.13,4.23
"Jones, Tyler",OVC,Eastern Ill.,Jr,P,,,52.1,221,19.91,5.43,14.48,0.245,0.303,0.31,0.273,25.79,22.62,2.99
"Jones, Zack",Big 10,Illinois,So,P,,,14,57,19.3,5.26,14.04,0.192,0.246,0.346,0.256,17.54,36.84,4.29
"Jordan, Seth",Sun Belt,Texas State,Jr,P,,,9.1,44,11.36,11.36,0,0.229,0.318,0.257,0.263,29.55,20.45,4.03
