Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Barbery, Brandon",Southern,VMI,Sr,P,,,37.2,185,16.22,8.11,8.11,0.333,0.4,0.512,0.391,19.46,22.7,5.94
"Barden, Alex",West Coast,Santa Clara,Jr,P,,,17.2,78,11.54,21.79,-10.25,0.125,0.308,0.161,0.239,16.67,34.62,5.07
"Barefoot, Matthew",Big South,Campbell,So,OF,,,9,39,17.95,15.38,2.57,0.161,0.308,0.323,0.284,17.95,30.77,5.37
"Barfield, Kyle",Big 12,Kansas State,Sr,OF,,,0.2,2,0,0,0,0,0,0,0,100,0,3.15
"Barfield, Tripp",Big South,UNC Asheville,Fr,P,,,12.1,67,16.42,10.45,5.97,0.411,0.493,0.625,0.472,13.43,19.4,5.96
"Barger, Brock",Southland,Abilene Christian,Jr,P,,,51,246,19.11,7.72,11.39,0.313,0.378,0.488,0.368,19.11,20.73,4.68
"Bargfeldt, Jeb",ACC,Miami (FL),Sr,P,2018,855,65,271,19.93,8.86,11.07,0.214,0.295,0.345,0.283,21.4,27.68,4.22
"Barker, Garrett",Pac 12,UCLA,Jr,P,,,8,35,25.71,22.86,2.85,0.107,0.314,0.179,0.254,14.29,31.43,3.9
"Barker, James",West Coast,BYU,Fr,P,,,2,12,8.33,0,8.33,0.545,0.583,0.727,0.56,33.33,0,3.65
"Barker, Logan",Big South,Liberty,Fr,P,,,17,75,17.33,9.33,8,0.258,0.333,0.424,0.328,12,36,4.56
"Barkley, Aaron",Southwestern,Mississippi Val.,So,P/C,,,17.1,67,28.36,2.99,25.37,0.167,0.179,0.333,0.208,25.37,20.9,3.56
"Barlok, Danny",Patriot,Holy Cross,Jr,P,,,34,135,39.26,11.85,27.41,0.148,0.259,0.252,0.236,15.56,17.78,2.38
"Barlow, Trysten",SEC,Mississippi St.,So,P,,,1.2,11,27.27,36.36,-9.09,0.286,0.545,0.286,0.411,0,18.18,8.15
"Barnard, Gunnar",Horizon,Northern Ky.,Fr,P,,,4.1,26,7.69,15.38,-7.69,0.455,0.538,0.909,0.589,15.38,23.08,14.61
"Barnes, Zach",AAC,East Carolina,Jr,P,,,17.1,78,19.23,3.85,15.38,0.286,0.346,0.314,0.298,24.36,20.51,2.62
"Barnett, Bret",Summit League,South Dakota St.,Fr,P,,,6.2,38,7.89,13.16,-5.27,0.31,0.395,0.483,0.364,28.95,15.79,5.08
"Barnhouse, Tommy",Missouri Valley,Wichita St.,So,P,,,17.1,68,26.47,5.88,20.59,0.217,0.279,0.367,0.279,25,17.65,3.61
"Barnum, Brody",Pac 12,Washington St.,Fr,UT,,,7.2,36,8.33,11.11,-2.78,0.258,0.333,0.323,0.292,41.67,13.89,3.98
"Barr, Bryce",Ivy League,Columbia,Sr,P,,,19,80,21.25,2.5,18.75,0.282,0.325,0.394,0.31,23.75,18.75,2.99
"Barr, Jeremiah",Southwestern,Mississippi Val.,So,P,,,37.2,221,16.29,11.76,4.53,0.376,0.471,0.459,0.404,16.29,15.38,4.79
"Barr, John",Southland,New Orleans,Jr,P,,,42,168,27.38,11.31,16.07,0.161,0.274,0.252,0.244,25,19.05,3.22
"Barr, Josh",Mid-Eastern,Florida A&M,N/A,P,,,18,94,12.77,12.77,0,0.279,0.426,0.397,0.367,19.15,20.21,6.76
"Barraza, Daniel",Big West,UC Davis,Jr,P,,,24,105,20,5.71,14.29,0.299,0.352,0.464,0.352,16.19,28.57,3.48
"Barringer, Shane",Metro Atlantic,Siena,So,P,,,3.1,18,5.56,11.11,-5.55,0.467,0.5,0.533,0.438,0,38.89,4.44
"Barry, Allen",Atlantic 10,Davidson,Jr,P,,,54,233,21.89,5.58,16.31,0.276,0.313,0.411,0.31,19.74,24.89,3.24
"Barry, Shea",Big West,UC Santa Barbara,So,P,,,14,65,29.23,7.69,21.54,0.293,0.354,0.362,0.316,24.62,9.23,1.72
"Barss, Tyler",Atlantic 10,Rhode Island,Sr,P,,,16.2,71,28.17,7.04,21.13,0.25,0.31,0.344,0.288,23.94,15.49,2.59
"Barta, David",West Coast,Loyola Marymount,So,P,,,0.2,8,0,25,-25,0.833,0.875,1.5,0.903,12.5,0,33.15
"Bartels, Jake",Mid American,Western Mich.,Sr,P,,,4.1,19,10.53,15.79,-5.26,0.25,0.368,0.313,0.313,31.58,21.05,4.37
"Bartoli, Ray",Patriot,Army,Fr,P,,,4,31,16.13,22.58,-6.45,0.524,0.645,0.762,0.57,9.68,6.45,7.4
"Barton, Jeffrey",Missouri Valley,Illinois St.,Sr,P,,,4.2,23,4.35,8.7,-4.35,0.333,0.391,0.667,0.44,17.39,39.13,7.19
"Bartow, Frankie",ACC,Miami (FL),Jr,P,2018,341,21.1,97,13.4,9.28,4.12,0.286,0.361,0.333,0.312,37.11,11.34,4.09
"Basilone, Brody",Horizon,Northern Ky.,Sr,P,,,35.2,177,13.56,6.21,7.35,0.373,0.412,0.456,0.375,20.9,21.47,3.72
"Basso, Brady",Big 12,Oklahoma State,So,P,,,21,124,11.29,13.71,-2.42,0.384,0.468,0.505,0.417,13.71,24.19,5.29
"Batchelder, Owen",Colonial,Northeastern,Fr,P,,,1.1,18,5.56,44.44,-38.88,0.5,0.722,0.625,0.563,11.11,5.56,25.87
"Bates, Josh",AAC,Tulane,Fr,P,,,25.2,133,16.54,16.54,0,0.291,0.429,0.437,0.382,13.53,24.81,6.16
"Bates, Schuyler",Metro Atlantic,Iona,Sr,P,,,28.1,135,16.3,11.11,5.19,0.286,0.378,0.402,0.342,16.3,26.67,5
"Bates, Solomon",Pac 12,Southern Cal,Jr,P,2018,226,42.1,170,25.29,5.29,20,0.228,0.276,0.418,0.296,16.47,30,3.74
"Batka, Austin",Big 10,Michigan,Sr,P,,,3.1,20,25,30,-5,0.286,0.5,0.357,0.401,5,20,5.73
"Batten, Brady",Southland,Houston Baptist,Jr,P,,,53,227,20.26,7.93,12.33,0.253,0.339,0.407,0.324,18.5,25.11,3.98
"Battenfield, Peyton",Big 12,Oklahoma State,So,P,,,30.1,155,19.35,10.97,8.38,0.326,0.406,0.419,0.361,20.65,16.13,3.68
"Batty, Brock",Sun Belt,Louisiana,Fr,P,,,34,164,14.02,8.54,5.48,0.295,0.396,0.417,0.36,17.07,28.66,4.68
"Bauer, Payton",Southland,A&M-Corpus Chris,Fr,P,,,15.2,77,23.38,10.39,12.99,0.297,0.39,0.438,0.36,18.18,16.88,3.8
"Baughan, Stephen",Mid-Eastern,Norfolk St.,So,1B,,,3,17,0,17.65,-17.65,0.429,0.529,0.5,0.453,11.76,35.29,6.15
"Baum, Tyler",ACC,North Carolina,So,P,2019,,37.1,168,26.19,11.31,14.88,0.255,0.357,0.404,0.334,15.48,20.83,3.42
"Baumann, Cam",Big 10,Iowa,Fr,P,,,8,44,29.55,11.36,18.19,0.385,0.455,0.487,0.412,9.09,15.91,3.4
"Baumgart, Josh",OVC,Morehead St.,Jr,P,,,2.2,15,20,20,0,0.364,0.533,0.636,0.496,13.33,13.33,11.78
"Baumgartner, Collin",OVC,SIUE,Fr,P,,,18,94,19.15,13.83,5.32,0.359,0.457,0.449,0.4,15.96,18.09,4.37
"Bayless, Jarod",Missouri Valley,Dallas Baptist,Jr,P,,,30.1,134,29.1,8.21,20.89,0.239,0.343,0.31,0.299,11.19,23.88,3.31
"Bazzani, Dom",OVC,UT Martin,Jr,P,,,26,134,18.66,20.9,-2.24,0.29,0.463,0.54,0.431,12.69,21.64,8.03
"Beal, Chase",Sun Belt,La.-Monroe,Sr,P,,,37,173,18.5,9.83,8.67,0.262,0.347,0.393,0.322,25.43,17.92,4.26
"Beaman, Logan",OVC,Eastern Ill.,Sr,OF,,,11,45,15.56,4.44,11.12,0.244,0.289,0.366,0.283,15.56,37.78,3.87
"Bean, Brendan",Ivy League,Penn,Fr,P,,,18.2,72,27.78,8.33,19.45,0.119,0.264,0.153,0.213,19.44,25,2.93
"Beard, Nick",Horizon,Northern Ky.,Sr,P,,,28.2,150,16,6.67,9.33,0.394,0.46,0.561,0.438,15.33,22,4.64
"Beard, Ryan",Big 10,Purdue,Jr,P,,,39.1,183,16.39,11.48,4.91,0.283,0.388,0.421,0.356,18.03,25.14,5.09
"Beasley, Jack Henry",Southern,The Citadel,So,P,,,7,35,20,5.71,14.29,0.333,0.4,0.6,0.417,8.57,28.57,6.58
"Beasley, Sean",Southland,SFA,Fr,P,,,29.2,144,11.81,10.42,1.39,0.311,0.396,0.451,0.366,16.67,29.86,4.38
"Beatson, Jordan",Southern,Furman,Fr,P,,,33.1,143,18.18,6.99,11.19,0.271,0.343,0.55,0.378,21.68,25.87,7.17
"Beauchamp, Cameron",Big 10,Indiana,So,OF,,,34.2,163,18.4,10.43,7.97,0.299,0.368,0.387,0.329,26.99,13.5,3.06
"Beavin, Cole",AAC,East Carolina,Fr,P,,,1,6,33.33,33.33,0,0.25,0.5,0.25,0.377,0,16.67,5.15
"Bechtold, Michael",Colonial,James Madison,Fr,P,,,14.2,71,15.49,5.63,9.86,0.308,0.366,0.415,0.342,26.76,21.13,2.87
"Beck, Brendan",Pac 12,Stanford,Fr,INF,,,39,157,14.65,2.55,12.1,0.252,0.268,0.354,0.265,28.03,27.39,3.35
"Beck, Matthew",SEC,LSU,So,P,,,22,93,32.26,5.38,26.88,0.19,0.28,0.266,0.249,15.05,21.51,2.51
"Beck, Tristan",Pac 12,Stanford,Jr,P,2018,112,41.2,182,16.48,8.24,8.24,0.258,0.324,0.35,0.298,24.18,25.82,3.24
"Beckley, Devin",Southern,The Citadel,Fr,P,,,10,51,23.53,15.69,7.84,0.317,0.431,0.39,0.368,17.65,13.73,3.45
"Bedell, Ian",SEC,Missouri,Fr,P,,,9.1,40,25,12.5,12.5,0.2,0.3,0.229,0.249,25,20,2.6
"Bedevian, Jacob",Southland,Nicholls St.,Jr,P,,,56,245,7.35,6.53,0.82,0.274,0.343,0.409,0.327,28.57,27.76,5.24
"Bednar, Randy",Big 10,Maryland,Fr,OF,,,1,7,0,42.86,-42.86,0.5,0.714,0.75,0.599,14.29,14.29,12.15
"Beehler, Logan",Colonial,UNCW,Jr,P,,,11.2,56,25,8.93,16.07,0.255,0.375,0.319,0.322,17.86,19.64,4.22
"Beeler, Brock",Southern,ETSU,So,OF,,,3.2,18,22.22,22.22,0,0.167,0.389,0.167,0.291,16.67,16.67,5.33
"Beers, Blake",Big 10,Michigan,Fr,P,,,0.1,6,16.67,50,-33.33,0,0.667,0,0.466,0,0,103.15
"Beilsmith, Troy",Missouri Valley,Evansville,So,INF,,,1.2,8,25,0,25,0.375,0.375,0.5,0.375,25,12.5,-0.19
"Beizer, Daniel",Southwestern,Grambling,Sr,P,,,33,162,15.43,4.94,10.49,0.357,0.401,0.441,0.364,25.93,15.43,3.3
"Belch, Alex",Big 12,Kansas State,Fr,P,,,12.2,57,22.81,14.04,8.77,0.178,0.333,0.333,0.304,14.04,28.07,5.85
"Belcik, Andrew",ACC,Notre Dame,So,P,,,31,136,24.26,13.24,11.02,0.188,0.316,0.277,0.276,19.85,22.79,3.99
"Belge, Jeff",Big East,St. Johns (NY),So,P,2019,,44.1,186,26.88,13.44,13.44,0.166,0.274,0.268,0.247,24.19,19.35,3.46
"Bell, Andre",Mid-Eastern,UMES,So,P,,,26.2,143,7.69,15.38,-7.69,0.333,0.434,0.474,0.391,15.38,30.07,6.05
"Bell, Brandon",Sun Belt,Georgia St.,Jr,INF,,,6,28,21.43,7.14,14.29,0.261,0.393,0.348,0.341,17.86,21.43,3.65
"Bell, Conner",Conference USA,Middle Tenn,Jr,P,,,8,38,5.26,13.16,-7.9,0.3,0.395,0.367,0.337,15.79,34.21,4.9
"Bellardini, Alex",Horizon,Youngstown St.,Sr,P,,,26.2,129,16.28,9.3,6.98,0.278,0.364,0.389,0.331,17.05,27.13,4.98
"Beller, John",Pac 12,Southern Cal,Fr,P,,,31.1,151,18.54,13.25,5.29,0.234,0.338,0.331,0.299,17.22,27.15,3.89
"Bellina, Scott",Big West,Hawaii,So,P,,,2.1,14,14.29,14.29,0,0.417,0.5,0.833,0.542,21.43,14.29,4.1
"Bellinger, Jack",Missouri Valley,Illinois St.,So,P,,,2.2,14,21.43,21.43,0,0.273,0.429,0.364,0.362,28.57,7.14,4.51
"Bellomo, Ryan",Metro Atlantic,Siena,Sr,P,,,30.1,143,21.68,11.89,9.79,0.292,0.385,0.45,0.362,12.59,25.17,4.81
"Bellomy, John",Horizon,Wright St.,Jr,P,,,20.2,93,20.43,7.53,12.9,0.313,0.387,0.602,0.416,15.05,25.81,5.33
"Bemiss, Jeb",Ivy League,Cornell,So,P,,,19.2,93,19.35,9.68,9.67,0.313,0.376,0.525,0.378,17.2,22.58,4.87
"Bender, Logan",Big South,Campbell,Fr,P,,,30.2,129,35.66,15.5,20.16,0.192,0.333,0.231,0.271,17.05,12.4,2.39
"Benjamin, Cole",Colonial,Delaware,Jr,P,,,21.1,99,15.15,11.11,4.04,0.212,0.333,0.338,0.301,31.31,17.17,5.23
"Bennett, Blake",AAC,Memphis,Jr,P,,,25.1,102,25.49,5.88,19.61,0.217,0.275,0.283,0.248,19.61,25.49,2.03
"Bennett, Jaret",Big South,Charleston So.,So,P,,,19,93,18.28,5.38,12.9,0.317,0.366,0.402,0.334,11.83,30.11,3.99
"Bennett, Nick",ACC,Louisville,So,P,,,42.2,178,24.16,10.11,14.05,0.21,0.287,0.299,0.262,23.6,21.91,3.31
"Benoit, Donovan",SEC,Tennessee,Fr,P,,,14.2,60,18.33,6.67,11.66,0.204,0.283,0.333,0.274,23.33,30,3.78
"Benschoter, Sam",Big 10,Michigan State,So,P,,,12.2,58,18.97,8.62,10.35,0.292,0.397,0.396,0.353,24.14,15.52,4.62
"Benton, Chandellor",Mid-Eastern,Florida A&M,Jr,P,,,24,124,20.97,16.94,4.03,0.266,0.395,0.383,0.344,16.94,17.74,5.06
"Benton, Trey",AAC,East Carolina,So,P,,,42.2,174,23.56,5.75,17.81,0.233,0.282,0.333,0.269,23.56,22.99,2.67
"Bergdahl, Austin",Western Athletic,Northern Colo.,Jr,P,,,21.1,91,17.58,6.59,10.99,0.234,0.33,0.299,0.286,28.57,18.68,3.34
"Bergeron, Spencer",Atlantic 10,Massachusetts,Fr,P,,,5.2,27,14.81,7.41,7.4,0.286,0.407,0.714,0.45,18.52,22.22,9.49
"Bergner, Austin",ACC,North Carolina,So,P,2018,969,47.2,205,19.02,5.85,13.17,0.281,0.327,0.416,0.319,28.78,17.07,4.1
"Bergtholdt, Daniel",OVC,Southeast Mo. St.,Jr,P,,,39.2,155,14.19,6.45,7.74,0.243,0.297,0.326,0.277,34.19,21.94,3.86
"Bernard, JT",Ivy League,Harvard,So,P,,,0.2,18,0,38.89,-38.89,0.75,0.833,1.875,0.826,5.56,5.56,268.15
"Bernardo, Jake",Atlantic 10,Fordham,Sr,P,,,0.2,3,0,33.33,-33.33,0,0.333,0,0.23,33.33,33.33,18.15
"Bernauer, Alex",Big East,Georgetown,Sr,1B,,,1,7,14.29,28.57,-14.28,0.4,0.571,1,0.611,14.29,14.29,20.15
"Berry, Connor",Big 12,Oklahoma,Jr,P,2018,940,15,57,33.33,12.28,21.05,0.16,0.263,0.22,0.227,21.05,19.3,2.01
"Bertone, Evan",Mid-Eastern,UMES,Sr,P,,,39.1,207,14.49,10.14,4.35,0.323,0.43,0.421,0.376,17.39,21.74,4.71
"Bertrand, John Michael",Southern,Furman,Fr,P,,,36.2,166,9.04,4.82,4.22,0.351,0.361,0.466,0.347,30.12,18.67,4.42
"Bertsch, Jackson",Big South,Liberty,Sr,P,2018,877,48.1,223,27.8,8.97,18.83,0.263,0.332,0.407,0.319,13.9,22.42,3.35
"Besse, John",West Coast,Pacific,So,P,,,1.2,11,18.18,9.09,9.09,0.333,0.545,0.333,0.419,0,18.18,9.81
"Betances, Marcello",Mid-Eastern,N.C. A&T,Sr,P,,,46.2,205,18.05,9.76,8.29,0.207,0.332,0.32,0.297,22.93,24.39,4.25
"Beutel, Ben",Mid American,Bowling Green,Fr,P,,,20,97,9.28,7.22,2.06,0.341,0.412,0.459,0.38,20.62,27.84,4.55
"Bialakis, Alex",Southern,The Citadel,Jr,P,,,33,144,22.22,8.33,13.89,0.29,0.354,0.519,0.372,17.36,25,4.75
"Bialousz, Kyle",Southern,Mercer,Jr,P,,,1,4,50,0,50,0.25,0.25,0.25,0.22,25,0,-0.85
"Biancalana, Nick",Mountain West,Air Force,Sr,P,,,24.2,106,21.7,7.55,14.15,0.281,0.33,0.375,0.307,31.13,12.26,2.78
"Biasi, Dante",Big 10,Penn State,Fr,P,,,48,208,17.79,13.46,4.33,0.208,0.317,0.306,0.282,18.27,29.81,4.29
"Bibee, Tanner",Big West,Cal St. Fullerton,Fr,P,,,30.1,135,23.7,7.41,16.29,0.289,0.341,0.43,0.33,22.96,17.04,2.98
"Bice, Will",ASUN,Kennesaw State,Sr,P,,,2.1,12,25,16.67,8.33,0.3,0.417,0.6,0.423,8.33,25,3.15
"Biddy, Jared",Southland,Southeastern LA.,Jr,P,,,15.1,78,25.64,5.13,20.51,0.324,0.372,0.515,0.373,14.1,19.23,3.61
"Biederman, Jake",Atlantic 10,Davidson,Fr,P,,,0.2,2,0,0,0,0,0,0,0,50,50,3.15
"Bielamowicz, Tyler",AAC,Houston,So,P,,,6.2,29,6.9,3.45,3.45,0.308,0.345,0.462,0.343,31.03,24.14,5.57
"Bienlien, Michael",ACC,NC State,So,P,,,21.2,103,17.48,2.91,14.57,0.302,0.388,0.43,0.357,25.24,15.53,4.04
"Bies, Daniel",West Coast,Gonzaga,Jr,P,2018,217,67.2,264,30.3,4.92,25.38,0.193,0.254,0.273,0.236,16.29,26.14,2.48
"Bigge, Hunter",Ivy League,Harvard,So,P,,,17.1,86,19.77,8.14,11.63,0.301,0.349,0.301,0.289,20.93,18.6,2.56
"Bigras, Mitch",ACC,Boston College,Sr,1B,,,1.2,8,0,0,0,0.375,0.375,0.875,0.517,37.5,25,13.98
"Billig, Jarrod",Western Athletic,Seattle U,Fr,P,,,20.2,100,13,10,3,0.349,0.41,0.442,0.37,22,21,4.78
"Billingsley, Jacob",SEC,Mississippi St.,Sr,P,2018,972,40,179,22.91,10.61,12.3,0.248,0.346,0.386,0.324,21.79,19.55,4.2
"Bilous, Jason",Sun Belt,Coastal Carolina,Jr,P,2018,378,55,244,28.28,13.93,14.35,0.208,0.357,0.276,0.298,17.21,16.8,3.44
"Binnie, Nicholas",Ivy League,Cornell,Fr,P,,,1.1,6,16.67,0,16.67,0.2,0.333,0.4,0.327,0,50,4.06
"Biondic, Kevin",Big 10,Maryland,Sr,INF,,,14.2,64,20.31,7.81,12.5,0.218,0.313,0.291,0.276,23.44,23.44,3.92
"Birch, Michael",Western Athletic,Sacramento St.,So,C,,,0.1,1,0,0,0,0,0,0,0,100,0,3.15
"Bird, Jake",Pac 12,UCLA,Sr,P,,,61,248,14.92,2.82,12.1,0.254,0.286,0.346,0.273,31.85,21.77,3
"Bird, Nick",American East,Albany (NY),So,P,,,6.1,31,9.68,16.13,-6.45,0.28,0.387,0.4,0.345,32.26,16.13,4.62
"Birlingmair, Reid",Horizon,Ill.-Chicago,Jr,P,2018,833,34.1,152,25.66,11.18,14.48,0.24,0.336,0.341,0.303,16.45,22.37,3.76
"Bischoff, Kyle",Mid American,Toledo,Fr,P,,,11.2,73,17.81,27.4,-9.59,0.283,0.548,0.37,0.434,9.59,17.81,8.06
"Bishop, Caleb",Southern,Western Caro.,Fr,P,,,23,118,11.02,12.71,-1.69,0.281,0.415,0.483,0.386,17.8,25.42,7.41
"Bishop, Koby",Northeast,Wagner,Jr,P,,,26.2,119,15.13,13.45,1.68,0.258,0.387,0.402,0.351,21.85,23.53,5.67
"Bisogno, Marc",Atlantic 10,Fordham,So,P,,,2,10,10,0,10,0.4,0.4,0.7,0.465,40,10,8.65
"Bissette, Caleb",Big South,Gardner-Webb,Fr,P,,,0.1,3,0,33.33,-33.33,1,1,2,0.885,0,0,63.15
"Bitler, Davonte",Western Athletic,CSU Bakersfield,Fr,OF,,,48.1,208,17.31,7.69,9.62,0.242,0.317,0.337,0.289,22.6,25,3.63
"Bjorngjeld, Sam",AAC,Tulane,Sr,P,,,15.2,79,18.99,15.19,3.8,0.281,0.405,0.391,0.356,26.58,12.66,4.79
"Black, Billy",Ivy League,Columbia,Fr,P,,,6.1,32,15.63,12.5,3.13,0.259,0.375,0.37,0.335,18.75,28.13,3.97
"Blackburn, Julian",Big South,Campbell,Jr,P,,,2.1,14,14.29,14.29,0,0.364,0.5,0.909,0.564,14.29,21.43,17.91
"Blair, Jaxson",OVC,Eastern Ky.,So,INF,,,13.1,67,19.4,13.43,5.97,0.24,0.418,0.42,0.375,16.42,20.9,6.81
"Blais, Matt",Big West,UC Davis,Sr,P,,,57,255,14.51,4.71,9.8,0.33,0.361,0.442,0.344,21.96,24.71,3.55
"Blake, Reed",Horizon,Milwaukee,So,P,,,6.2,36,13.89,16.67,-2.78,0.346,0.444,0.577,0.417,19.44,13.89,7.02
"Blanchard, Jason",Southland,Lamar,Jr,P,,,38.2,178,17.98,7.3,10.68,0.293,0.365,0.376,0.329,24.16,20.22,3.3
"Blanchard, Michael",Conference USA,Old Dominion,So,P,,,1.1,8,0,12.5,-12.5,0.429,0.5,0.429,0.416,12.5,37.5,5.87
"Blatner, Justin",West Coast,Gonzaga,Jr,P,,,22,93,20.43,4.3,16.13,0.241,0.312,0.386,0.305,15.05,32.26,3.83
"Blendinger, Kyle",ACC,North Carolina,Fr,P,,,2.2,11,18.18,18.18,0,0.125,0.273,0.25,0.239,18.18,27.27,4.06
"Blessing, Cory",Mid American,Ohio,Sr,P,,,34.1,140,20,4.29,15.71,0.219,0.257,0.32,0.249,19.29,32.14,2.59
"Bloat, K.",Southwestern,Prairie View,Jr,P,,,7,33,12.12,18.18,-6.06,0.259,0.394,0.519,0.392,18.18,30.3,8.29
"Block, A.J.",Pac 12,Washington St.,So,P,,,28.1,135,20.74,10.37,10.37,0.316,0.4,0.342,0.335,20,17.04,3.08
"Blocker, Myles",Southwestern,Southern U.,Fr,P,,,1.1,15,0,40,-40,0.571,0.733,1.429,0.707,6.67,13.33,34.06
"Blohm, Tyler",Big 10,Maryland,So,P,,,36,167,19.76,13.17,6.59,0.252,0.359,0.41,0.337,12.57,29.94,5.2
"Bloom, Taylor",Big 10,Maryland,Sr,P,,,47.1,203,19.7,6.9,12.8,0.251,0.31,0.425,0.314,24.14,22.17,4.53
"Bloomberg, Pete",Atlantic 10,Davidson,Fr,P,,,20,92,16.3,11.96,4.34,0.243,0.337,0.324,0.295,15.22,29.35,4.9
"Blueberg, Chase",Big South,Presbyterian,Jr,P,,,2.2,20,10,25,-15,0.4,0.6,0.7,0.509,15,5,12.24
"Blum, Karl",Big 10,Rutgers,Sr,P,,,24.2,111,15.32,11.71,3.61,0.233,0.351,0.289,0.296,20.72,26.13,4.51
"Bobo, Taylor",AAC,Memphis,Sr,P,,,10.1,55,18.18,18.18,0,0.302,0.436,0.395,0.374,20,16.36,5.72
"Bocchi, Matteo",Big 12,Texas,Jr,P,,,26.1,110,24.55,6.36,18.19,0.25,0.309,0.4,0.307,20,23.64,3.61
"Bock, Nathan",OVC,Southeast Mo. St.,So,P,,,9.1,42,19.05,7.14,11.91,0.314,0.429,0.429,0.383,23.81,14.29,3.7
"Bocko, Jordan",Big West,UC Irvine,Jr,P,,,23,98,22.45,14.29,8.16,0.171,0.296,0.268,0.262,20.41,26.53,3.76
"Boeckmann, Henry",Missouri Valley,Southern Ill.,So,P,,,8.2,42,14.29,23.81,-9.52,0.29,0.452,0.29,0.353,23.81,14.29,5.34
"Bogacz, Jacob",Western Athletic,Northern Colo.,Fr,P,,,9.2,49,28.57,8.16,20.41,0.317,0.388,0.463,0.364,22.45,6.12,3.47
"Bogart, Austin",ASUN,Stetson,So,OF,,,4.2,24,12.5,20.83,-8.33,0.235,0.417,0.294,0.335,20.83,20.83,6
"Bohall, Blaze",Mountain West,UNLV,Sr,P,,,21.1,83,19.28,1.2,18.08,0.275,0.289,0.45,0.313,32.53,18.07,3.76
"Bohm, Andrew",Big 10,Purdue,Fr,P,,,15.2,79,17.72,11.39,6.33,0.299,0.405,0.418,0.366,10.13,31.65,5.38
"Boies, Sam",Ivy League,Yale,Jr,P,,,1.2,8,0,0,0,0.5,0.625,0.667,0.555,37.5,0,8.15
"Bolden, Caleb",SEC,Arkansas,Fr,P,,,16.1,67,23.88,8.96,14.92,0.233,0.313,0.25,0.262,26.87,17.91,2.46
"Bollinger, Austin",Southland,Nicholls St.,So,P,,,16,91,7.69,17.58,-9.89,0.377,0.484,0.464,0.412,19.78,19.78,5.65
"Bonanno, Brandon",American East,Stony Brook,So,P,,,3.2,18,16.67,0,16.67,0.353,0.389,0.647,0.434,11.11,33.33,6.27
"Bonck, Nathan",Western Athletic,Seattle U,So,P,,,20.2,93,22.58,11.83,10.75,0.241,0.344,0.367,0.316,29.03,12.9,4.29
"Bond, Nolan",AAC,Houston,Jr,P,,,14.2,60,15,8.33,6.67,0.259,0.333,0.352,0.306,25,26.67,4.06
"Bone, Braydon",OVC,SIUE,So,P,,,8.2,36,30.56,2.78,27.78,0.242,0.278,0.303,0.254,22.22,16.67,1.2
"Bonnenfant, Bradley",Mountain West,Nevada,Jr,P,,,6.2,31,16.13,6.45,9.68,0.357,0.419,0.393,0.363,19.35,22.58,2.99
"Bonnin, Bryce",SEC,Arkansas,Fr,P,,,11,49,22.45,8.16,14.29,0.311,0.367,0.422,0.345,26.53,14.29,3.42
"Bonomo, Brandon",Metro Atlantic,Marist,Jr,P,,,12.2,61,19.67,14.75,4.92,0.224,0.361,0.327,0.314,29.51,13.11,4.95
"Bonvillain, Beaux",Southland,Central Ark.,Fr,P,,,2.2,9,22.22,11.11,11.11,0,0.222,0,0.157,22.22,33.33,4.06
"Booker, Jojo",Sun Belt,South Ala.,Fr,P,,,22.1,91,30.77,10.99,19.78,0.154,0.275,0.218,0.236,19.78,21.98,2.97
"Boone, Brandon",Sun Belt,Appalachian St.,Jr,P,,,31.1,163,17.18,14.11,3.07,0.286,0.436,0.397,0.376,15.34,22.7,5.56
"Boone, Cody",Big South,Radford,Fr,P,,,14,70,15.71,12.86,2.85,0.276,0.386,0.448,0.363,12.86,31.43,4.86
"Boone, Sam",Conference USA,Marshall,Jr,P,,,5.1,27,22.22,25.93,-3.71,0.211,0.444,0.474,0.405,14.81,18.52,8.05
"Borchers, Colan",Summit League,Western Ill.,Sr,P,,,15.2,66,33.33,10.61,22.72,0.214,0.318,0.286,0.278,16.67,16.67,2.88
"Borden, Jesse",Southland,Incarnate Word,Sr,P,,,4.2,20,20,25,-5,0.2,0.4,0.2,0.304,15,25,4.81
"Bordignon, Tommy",Big 10,Northwestern,Sr,P,,,20,96,19.79,16.67,3.12,0.23,0.375,0.338,0.324,27.08,12.5,4.75
"Bordner, Sam",ACC,Louisville,Jr,P,2018,477,8.1,38,42.11,5.26,36.85,0.286,0.316,0.371,0.297,13.16,10.53,1.54
"Bordwine, Kel",Conference USA,Rice,Fr,P,,,2,10,0,10,-10,0.375,0.4,0.375,0.332,20,30,4.65
"Boricich, Marko",Big 10,Penn State,Jr,P,,,19,95,27.37,11.58,15.79,0.3,0.389,0.412,0.352,11.58,20,3.15
"Bosnic, Dante",Ivy League,Brown,Sr,P,,,18.1,89,12.36,2.25,10.11,0.304,0.337,0.582,0.377,21.35,28.09,6.52
"Bosse, Broc",Sun Belt,Texas State,So,P,,,15.2,76,17.11,13.16,3.95,0.25,0.355,0.469,0.354,11.84,34.21,6.17
