Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,Pitches,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,ERA,FIP
"Hohensee, Jake",Big 10,Nebraska,Sr,P,,,25.2,93,336,30.11,6.45,23.66,0.141,0.204,0.212,0.19,23.66,24.73,1.05,2.27
"Holba, Chris",AAC,East Carolina,Jr,P,2018,333,81.1,351,1238,17.09,5.7,11.39,0.271,0.325,0.375,0.306,28.21,20.51,2.99,3.5
"Holcomb, Mitchell",Ivy League,Penn,So,P,,,54,245,458,20.41,11.43,8.98,0.262,0.359,0.364,0.322,19.59,22.04,4.17,3.91
"Holcombe, Tyler",Conference USA,Middle Tenn,Jr,P,,,47.2,205,334,18.05,6.34,11.71,0.229,0.312,0.335,0.289,22.44,26.83,5.29,4.14
"Holden, Connor",OVC,Murray St.,Fr,P,,,22.1,112,419,20.54,5.36,15.18,0.371,0.411,0.536,0.397,16.07,17.86,6.45,3.6
"Holden, Travis",Sun Belt,Appalachian St.,Sr,P,,,24.2,122,370,13.11,8.2,4.91,0.327,0.41,0.51,0.396,26.23,18.03,6.57,7.03
"Holloway, Ryan",Mountain West,Air Force,Sr,P,,,60,278,985,16.91,12.59,4.32,0.257,0.374,0.363,0.331,26.98,16.55,4.5,4.53
"Hollowell, Gavin",Big East,St. Johns (NY),So,P,,,33.1,123,439,27.64,8.13,19.51,0.138,0.22,0.156,0.181,25.2,23.58,2.16,2.18
"Holmes, Cody",Southwestern,Ark. Pine Bluff,Jr,P,,,24.1,120,255,15.83,8.33,7.5,0.359,0.425,0.621,0.436,18.33,20.83,9.25,6.01
"Holmes, Max",AAC,USF,Fr,P,,,8.1,34,118,14.71,2.94,11.77,0.25,0.294,0.5,0.336,32.35,23.53,3.24,5.86
"Holmes, Trevor",AAC,UConn,Sr,P,,,24.1,112,373,21.43,10.71,10.72,0.237,0.304,0.398,0.297,26.79,15.18,4.81,4.81
"Holston, Greer",SEC,Ole Miss,So,P,,,33,148,325,23.65,6.08,17.57,0.275,0.331,0.397,0.315,16.89,23.65,3.27,3
"Holt, Carter",Sun Belt,Arkansas St.,Fr,P,,,42.1,204,722,9.8,13.73,-3.93,0.285,0.412,0.461,0.382,22.06,25.98,6.8,6.69
"Holt, John",Mid American,Eastern Mich.,So,P,,,8,41,186,14.63,24.39,-9.76,0.25,0.463,0.429,0.399,12.2,24.39,6.75,7.77
"Holt, Matt",Atlantic 10,La Salle,So,P,,,37,172,626,15.12,5.81,9.31,0.316,0.378,0.493,0.372,20.35,25,7.05,4.53
"Holton, Tyler",ACC,Florida St,Jr,P,2018,279,4.2,17,NA,35.29,5.88,29.41,0.067,0.118,0.133,0.114,17.65,29.41,0,1
"Holubecki, Anthony",ACC,Notre Dame,So,P,,,26.2,128,399,15.63,14.06,1.57,0.305,0.414,0.552,0.41,12.5,28.91,7.09,7.5
"Holweger, Andrew",Southern,Furman,So,P,,,7,41,127,9.76,14.63,-4.87,0.406,0.463,0.656,0.452,19.51,17.07,6.43,6.43
"Holyfield, Ashton",OVC,Southeast Mo. St.,Jr,P,,,27.1,127,463,20.47,11.02,9.45,0.303,0.378,0.413,0.344,14.96,24.41,4.61,3.37
"Hood, Byron",Big 10,Nebraska,Jr,P,,,8.2,62,211,12.9,25.81,-12.91,0.359,0.565,0.462,0.459,17.74,9.68,15.58,10.46
"Hooper, Cole",ACC,NC State,Fr,P,,,1,5,19,0,40,-40,0.333,0.6,0.333,0.452,20,20,18,9.15
"Hopeck, Zack",Sun Belt,Coastal Carolina,Sr,P,,,86.2,383,1449,18.54,8.88,9.66,0.258,0.35,0.396,0.328,22.45,22.19,4.15,4.45
"Hoppe, Alex",Southern,UNCG,Fr,P,,,2,17,36,5.88,41.18,-35.3,0.4,0.647,0.6,0.534,23.53,5.88,18,12.65
"Hoppock, Grant",ASUN,USC Upstate,So,P,,,33.2,156,586,19.87,11.54,8.33,0.273,0.372,0.326,0.317,19.87,21.79,4.01,3.27
"Horak, Jordan",West Coast,Portland,Sr,P,,,24,124,416,21.77,16.13,5.64,0.298,0.427,0.457,0.383,12.1,19.35,6,5.65
"Horkey, Matt",Conference USA,Charlotte,Sr,P,,,40.1,167,543,13.17,4.19,8.98,0.276,0.305,0.385,0.297,23.35,31.14,3.12,3.3
"Horn, Jared",Pac 12,California,So,P,,,71.2,342,871,15.2,11.99,3.21,0.285,0.389,0.377,0.342,25.44,18.71,6.15,4.61
"Horn, Monty",ASUN,Kennesaw State,Fr,P,,,14.1,57,154,22.81,5.26,17.55,0.25,0.316,0.327,0.288,22.81,22.81,2.51,3.29
"Horn, Peter",Metro Atlantic,Fairfield,Jr,P,,,29.1,134,298,11.19,7.46,3.73,0.328,0.373,0.437,0.348,32.09,16.42,6.44,4.14
"Horn, Trevor",Mountain West,UNLV,Jr,P,2018,1156,77,358,1286,12.01,6.98,5.03,0.327,0.369,0.438,0.347,25.7,23.18,5.96,3.72
"Hornich, Matt",Colonial,Delaware,Sr,P,,,42,189,696,17.99,6.88,11.11,0.291,0.339,0.512,0.358,15.34,31.22,6.64,5
"Horrell, Michael",Big South,Campbell,Jr,P,,,72,314,1131,15.29,10.19,5.1,0.253,0.341,0.348,0.307,28.03,21.66,3.75,3.94
"Horsley, Tyler",OVC,Murray St.,So,P,,,13,78,294,14.1,16.67,-2.57,0.39,0.487,0.593,0.449,8.97,23.08,7.62,6.92
"Horstmeier, Dalton",Missouri Valley,Evansville,Sr,OF,,,26.2,133,462,18.8,15.04,3.76,0.308,0.436,0.486,0.401,13.53,23.31,5.4,5.09
"Horton, Bubba",Big 10,Minnesota,Fr,P,,,13.1,54,223,27.78,18.52,9.26,0.182,0.333,0.273,0.286,22.22,16.67,4.05,4.14
"Horton, Daulton",Southwestern,Ark. Pine Bluff,Sr,INF,,,3,19,40,5.26,15.79,-10.53,0.308,0.526,0.385,0.427,10.53,31.58,15,8.48
"Horton, Trey",Sun Belt,Georgia St.,Fr,P,,,22.1,107,364,18.69,15.89,2.8,0.241,0.402,0.301,0.332,21.5,18.69,6.45,5.05
"Horvath, Nick",SEC,Florida,Sr,OF,2018,745,3.2,16,46,12.5,6.25,6.25,0.267,0.313,0.533,0.356,43.75,12.5,9.82,6.9
"Hoskins, Toby",Mid-Eastern,UMES,Sr,P,,,81.2,360,252,15.28,7.22,8.06,0.271,0.339,0.374,0.312,25.56,21.94,3.64,4.16
"Hostert, Kohl",Western Athletic,Utah Valley,Jr,P,,,3.1,20,77,10,10,0,0.5,0.55,1.111,0.667,15,20,16.2,12.18
"House, Thomas",Mid American,Eastern Mich.,Fr,P,,,36,159,495,20.75,14.47,6.28,0.223,0.358,0.292,0.303,13.84,28.93,5.75,4.01
"Hovey, Scott",Atlantic 10,Massachusetts,Jr,P,,,3,19,68,5.26,26.32,-21.06,0.308,0.526,0.846,0.543,21.05,21.05,9,17.15
"Howard, Corey",Big South,Gardner-Webb,Jr,OF,,,1,5,15,20,0,20,0.4,0.4,0.4,0.351,0,40,0,1.15
"Howard, Travis",West Coast,Santa Clara,So,P,,,62.2,276,983,19.2,8.7,10.5,0.292,0.355,0.45,0.344,19.93,22.46,5.03,4.26
"Howard, Tyler",Metro Atlantic,Niagara,Jr,P,,,50,211,232,18.48,8.53,9.95,0.243,0.308,0.315,0.275,24.17,22.27,2.88,3.37
"Howell, Reed",Sun Belt,Appalachian St.,Sr,P,,,18,103,370,22.33,17.48,4.85,0.321,0.466,0.526,0.427,9.71,19.42,11.5,7.31
"Hower, Colton",American East,UMBC,Jr,P,,,12,69,254,13.04,17.39,-4.35,0.37,0.507,0.611,0.475,24.64,11.59,16.5,6.48
"Hroch, Chance",Western Athletic,New Mexico St.,So,P,,,27,117,340,19.66,8.55,11.11,0.262,0.316,0.35,0.29,30.77,14.53,2.67,3.04
"Hubbe, Sam",Big East,Butler,Jr,P,,,54.1,236,260,13.98,9.75,4.23,0.244,0.339,0.328,0.301,24.15,26.27,3.31,4.61
"Hudson, Josh",Atlantic 10,Davidson,Jr,P,,,57.2,264,863,12.88,10.61,2.27,0.279,0.364,0.393,0.334,21.59,28.03,6.55,4.77
"Hudson, Tristen",Big 12,West Virginia,Fr,UT,,,26.1,129,469,19.38,11.63,7.75,0.269,0.372,0.346,0.322,25.58,13.95,5.13,4.03
"Hueckman, Ty",Mountain West,Nevada,So,P,,,19.1,91,270,13.19,14.29,-1.1,0.28,0.396,0.493,0.383,19.78,26.37,6.52,6.97
"Huff, Drew",Conference USA,Middle Tenn,Jr,INF,,,31.2,145,329,22.76,7.59,15.17,0.282,0.372,0.468,0.363,12.41,26.21,5.12,4.53
"Huffman, Brady",Missouri Valley,Illinois St.,So,P,,,73.1,328,1194,17.38,8.54,8.84,0.269,0.341,0.476,0.351,18.29,29.88,5.03,5.61
"Huffman, Dalton",Summit League,Fort Wayne,Fr,P,,,6.2,42,162,19.05,14.29,4.76,0.375,0.524,0.469,0.444,14.29,14.29,14.85,5.41
"Huggins, Ryne",ACC,Clemson,Fr,P,,,3.2,20,6,15,10,5,0.313,0.35,0.875,0.459,15,25,9.82,15.33
"Hughes, Jonathan",ACC,Georgia Tech,Jr,P,,,16.2,91,321,12.09,18.68,-6.59,0.309,0.473,0.456,0.412,21.98,17.58,5.94,7.47
"Hughes, Sean",ACC,Boston College,Jr,P,,,16.2,89,273,23.6,20.22,3.38,0.266,0.461,0.391,0.389,15.73,13.48,3.24,5.8
"Hughey, Jacob",Big West,Long Beach St.,So,P,,,26.2,118,466,20.34,10.17,10.17,0.202,0.305,0.273,0.266,16.1,30.51,4.72,3.64
"Huisman, Jack",Mid American,Western Mich.,Fr,P,,,6,45,79,15.56,26.67,-11.11,0.429,0.644,0.643,0.548,8.89,11.11,25.5,11.48
"Hulbert, James",Atlantic 10,Richmond,So,P,,,18.1,72,139,26.39,16.67,9.72,0.15,0.292,0.283,0.265,29.17,15.28,1.96,3.75
"Hull, Denson",Big East,Creighton,Jr,P,,,25.1,113,383,19.47,9.73,9.74,0.227,0.327,0.33,0.296,29.2,17.7,4.26,3.7
"Hull, Nick",Western Athletic,Grand Canyon,Fr,P,,,36.2,178,658,19.1,11.8,7.3,0.329,0.438,0.45,0.393,18.54,18.54,7.61,5.11
"Humphries, Lawson",Sun Belt,Georgia Southern,Jr,P,,,14.2,80,295,21.25,18.75,2.5,0.254,0.412,0.424,0.367,18.75,15,6.14,6.39
"Hunley, Sean",SEC,Tennessee,Fr,P,,,75,314,1084,16.88,5.73,11.15,0.268,0.318,0.387,0.306,22.29,27.71,2.64,3.69
"Hunt, Clay",Colonial,Col. of Charleston,Jr,INF,,,22.2,90,325,34.44,10,24.44,0.165,0.244,0.215,0.213,16.67,22.22,2.38,2.16
"Hunt, Nolan",Metro Atlantic,Canisius,Jr,P,,,16.1,92,103,16.3,11.96,4.34,0.347,0.435,0.573,0.422,14.13,22.83,10.47,6.31
"Hunter, Leon",Mid-Eastern,N.C. A&T,Jr,P,,,26,116,388,20.69,14.66,6.03,0.196,0.31,0.289,0.273,21.55,25,4.5,3.76
"Hunter, Max",Ivy League,Dartmouth,Fr,P,,,14,69,152,14.49,2.9,11.59,0.367,0.42,0.5,0.395,13.04,27.54,6.43,4.15
"Huntington, Ryan",Southwestern,Grambling,Jr,P,,,32.1,156,488,22.44,12.82,9.62,0.323,0.404,0.477,0.376,13.46,20.51,7.79,3.33
"Hupp, Sean",ASUN,USC Upstate,So,P,,,42.1,193,674,19.17,6.74,12.43,0.273,0.347,0.388,0.321,20.21,22.8,4.89,3.88
"Hurayt, John",OVC,Morehead St.,So,P,,,9,47,195,14.89,25.53,-10.64,0.313,0.532,0.438,0.441,17.02,14.89,7,8.04
"Hurdsman, Brayson",AAC,Houston,So,P,,,53.1,229,674,17.9,6.55,11.35,0.248,0.314,0.366,0.298,21.4,27.07,4.22,3.58
"Hurn, Grant",Big East,Butler,Fr,P,,,1,7,NA,28.57,14.29,14.28,0.4,0.571,0.4,0.453,0,14.29,9,5.15
"Hursey, Alex",OVC,Tennessee Tech,Jr,P,,,76.2,344,1133,13.95,7.56,6.39,0.279,0.337,0.458,0.34,24.13,26.45,4.81,5.46
"Hurst, Everett",Conference USA,FIU,Fr,P,,,20.2,109,107,21.1,10.09,11.01,0.341,0.431,0.511,0.402,13.76,18.35,8.71,5.33
"Hurst, Jacob",Missouri Valley,Bradley,Jr,P,,,4,17,41,5.88,0,5.88,0.25,0.235,0.313,0.228,29.41,35.29,0,2.65
"Hurt, Kyle",Pac 12,Southern Cal,Fr,P,,,81.1,368,1043,17.39,15.76,1.63,0.23,0.37,0.337,0.323,24.18,21.2,4.76,4.69
"Hurter, Brant",ACC,Georgia Tech,Fr,P,,,53.2,254,811,22.05,9.06,12.99,0.288,0.37,0.386,0.333,20.08,18.11,6.04,3.58
"Huschle, Alden",Western Athletic,Seattle U,So,P,,,11.2,66,27,9.09,22.73,-13.64,0.233,0.455,0.302,0.361,28.79,12.12,5.4,7.43
"Hussey, David",OVC,UT Martin,So,P,,,33.1,150,573,22,8,14,0.265,0.333,0.462,0.34,16,26.67,4.86,5.26
"Husson, Aaron",American East,UMBC,Fr,P,,,32.1,156,465,16.03,8.97,7.06,0.296,0.353,0.444,0.339,14.1,30.77,5.57,4.21
"Hutchinson, Gage",ACC,Florida St,Jr,P,,,10,64,222,18.75,10.94,7.81,0.392,0.484,0.588,0.453,17.19,12.5,11.7,6.65
"Hutchinson, Logan",ASUN,Kennesaw State,Sr,P,,,14.2,75,306,18.67,17.33,1.34,0.311,0.427,0.426,0.377,16,21.33,7.36,5.75
"Hutchinson, Tyler",OVC,SIUE,Jr,P,,,16.1,81,247,17.28,1.23,16.05,0.397,0.395,0.513,0.386,14.81,25.93,6.61,2.4
"Hutchison, Rodney",ACC,North Carolina,Jr,P,2018,187,59.1,270,965,20.74,5.93,14.81,0.273,0.337,0.361,0.308,26.67,16.67,4.55,3.23
"Hutson, G.",Southland,Abilene Christian,Jr,P,,,39.1,177,651,19.77,4.52,15.25,0.315,0.345,0.5,0.359,21.47,23.73,6.64,3.63
"Inman, Davie",Sun Belt,Coastal Carolina,Jr,P,,,43,190,693,24.74,13.16,11.58,0.208,0.347,0.377,0.324,23.16,16.32,4.19,5.15
"Inouye, Blake",West Coast,BYU,Jr,P,,,48.1,224,789,16.96,6.25,10.71,0.304,0.357,0.48,0.358,22.77,23.66,5.77,4.04
"Insognia, Nick",American East,Stony Brook,Fr,P,,,9,54,96,18.52,12.96,5.56,0.413,0.5,0.652,0.485,24.07,7.41,16,3.59
"Ipsen, Jack",Northeast,Bryant,So,P,,,12.2,63,216,15.87,11.11,4.76,0.353,0.444,0.608,0.438,17.46,19.05,9.24,6.1
"Irvin, Jake",Big 12,Oklahoma,Jr,P,2018,131,95,395,1445,29.11,7.09,22.02,0.214,0.271,0.358,0.271,22.78,18.73,3.41,3.21
"Irving, Curtiss",Big 10,Ohio State,Sr,P,,,15,74,236,21.62,9.46,12.16,0.311,0.432,0.459,0.393,24.32,10.81,5.4,4.48
"Issa, Brandon",AAC,Tulane,Jr,P,,,2,6,3,16.67,16.67,0,0,0.167,0,0.115,33.33,33.33,0,3.65
"Iverson, Zach",Big 10,Michigan State,Fr,UT,,,2,8,12,25,25,0,0.167,0.375,0.167,0.282,0,37.5,0,4.15
"Ivey, Brandon",Big 12,Texas,Jr,P,,,1.2,11,51,9.09,27.27,-18.18,0.429,0.545,0.429,0.428,18.18,9.09,16.2,8.98
"Jacik, Logan",Mid American,Ohio,Sr,P,,,18,84,179,17.86,15.48,2.38,0.224,0.345,0.269,0.286,21.43,22.62,2,4.54
"Jackson, Adam",Conference USA,Southern Miss,Jr,P,,,27.1,122,429,21.31,9.84,11.47,0.274,0.369,0.491,0.37,19.67,22.13,5.6,5.4
"Jackson, Connor",Pac 12,California,Jr,P,,,1,4,NA,0,0,0,0,0.5,0,0.36,25,25,0,9.15
"Jackson, Jake",Mountain West,Nevada,Fr,P,,,84.2,383,1084,20.1,5.74,14.36,0.276,0.321,0.421,0.316,20.63,23.5,5.42,3.74
"Jackson, Jenner",Southland,Incarnate Word,Sr,P,,,25.2,115,424,25.22,6.09,19.13,0.255,0.339,0.363,0.312,20,20.87,5.26,2.39
"Jackson, Jordan",Mountain West,Nevada,Fr,P,,,26.1,116,361,24.14,15.52,8.62,0.161,0.302,0.247,0.259,11.21,31.9,4.1,4.3
"Jackson, Richard",SEC,Tennessee,Jr,P,,,6.2,37,131,16.22,8.11,8.11,0.438,0.486,0.688,0.487,10.81,21.62,12.15,5.24
"Jackson, Ryan",Western Athletic,UTRGV,Jr,P,,,46,178,457,23.03,2.81,20.22,0.225,0.242,0.284,0.228,28.65,21.91,3.13,1.97
"Jacob, Alek",West Coast,Gonzaga,Fr,P,,,103,420,773,22.62,7.14,15.48,0.196,0.286,0.272,0.255,19.52,28.1,2.88,3.33
"Jacob, Michael",Mid American,Toledo,Jr,P,,,77.2,350,1005,17.43,11.14,6.29,0.271,0.36,0.339,0.313,26,18,4.75,3.69
"Jacobs, Tucker",Mountain West,Air Force,Sr,P,,,4.1,21,59,4.76,28.57,-23.81,0.333,0.524,0.467,0.441,14.29,28.57,4.15,7.05
"Jacobsak, Sam",Colonial,Northeastern,Fr,P,,,17,88,292,21.59,19.32,2.27,0.234,0.409,0.359,0.35,17.05,17.05,6.35,6.15
"Jacques, Joe",Metro Atlantic,Manhattan,Sr,P,2018,984,38,179,531,21.23,6.7,14.53,0.323,0.374,0.386,0.333,26.26,12.29,2.61,3.09
"Jahn, Connor",Big South,Presbyterian,Sr,P,,,16.2,93,295,22.58,16.13,6.45,0.408,0.516,0.658,0.495,9.68,16.13,14.58,6.11
"Jahn, Jonathan",Big 10,Ohio State,Fr,P,,,1,4,15,25,0,25,0,0.25,0,0.18,25,25,0,4.15
"Jakiemiec, Bryan",Mid American,Central Mich.,Jr,P,,,0.1,2,9,0,50,-50,0,0.5,0,0.345,0,50,0,33.15
"Jaksich, Lukas",Mid American,Ball St.,So,P,,,19,92,343,19.57,19.57,0,0.268,0.435,0.394,0.377,15.22,21.74,6.63,5.94
"James, Daniel",Sun Belt,UT Arlington,Sr,P,2018,782,30.1,133,352,21.05,11.28,9.77,0.248,0.331,0.327,0.293,19.55,23.31,3.56,3.31
"James, Keegan",SEC,Mississippi St.,So,P,,,47.2,222,843,20.27,8.56,11.71,0.302,0.387,0.422,0.356,21.62,18.47,4.34,3.85
"James, Michael",Colonial,Hofstra,Sr,P,,,31,132,381,17.42,7.58,9.84,0.224,0.295,0.362,0.287,18.94,31.82,2.61,4.6
"Jameson, Drey",Mid American,Ball St.,Fr,OF,,,72,323,1174,30.03,13.62,16.41,0.205,0.334,0.308,0.294,17.65,17.03,3.88,3.61
"Janczak, Jared",Big 12,TCU,Jr,P,2018,961,42,173,642,23.7,6.94,16.76,0.243,0.306,0.388,0.3,27.17,15.61,3,3.58
"Jangols, Vitaly",Atlantic 10,Rhode Island,So,P,,,47.1,207,731,14.98,4.83,10.15,0.297,0.357,0.449,0.348,17.39,30.43,4.75,4.42
"Janss, Erik",Atlantic 10,La Salle,So,P,,,17.1,74,299,29.73,10.81,18.92,0.19,0.297,0.476,0.328,8.11,31.08,4.67,6.13
"Janssen, Mitch",Missouri Valley,Bradley,Jr,P,,,65.2,289,1136,21.8,14.19,7.61,0.233,0.346,0.417,0.333,15.57,26.3,4.93,5.23
"Jarvis, Bryce",ACC,Duke,Fr,UT,,,47.2,194,665,34.54,11.34,23.2,0.14,0.263,0.244,0.238,19.07,19.07,2.45,3.19
"Jeans, Trey",Sun Belt,La.-Monroe,Jr,P,,,62.1,285,728,23.51,14.04,9.47,0.244,0.361,0.345,0.319,14.74,24.91,5.2,3.79
"Jednat, Conner",Sun Belt,South Ala.,Fr,P,,,5,28,98,21.43,14.29,7.14,0.409,0.536,0.682,0.512,10.71,14.29,9,6.95
"Jefferies, Kendal",Conference USA,Rice,Jr,INF,,,57.1,260,413,19.23,7.69,11.54,0.307,0.369,0.36,0.323,22.69,18.08,4.08,3.04
"Jeffers, Cooper",Big South,High Point,Jr,P,,,24.1,105,342,18.1,14.29,3.81,0.287,0.39,0.391,0.347,25.71,15.24,5.55,4.64
"Jelinek, Bo",West Coast,San Francisco,Fr,P,,,5.2,23,17,17.39,4.35,13.04,0.238,0.304,0.333,0.284,30.43,21.74,3.18,2.76
"Jenkins, Brandon",Big South,Campbell,Fr,P,,,49.2,219,856,29.68,19.18,10.5,0.186,0.352,0.267,0.294,12.33,21.92,4.35,3.78
"Jenkins, Brendan",West Coast,San Francisco,Sr,P,,,52,214,413,21.96,7.01,14.95,0.219,0.29,0.283,0.257,23.36,22.9,2.6,2.8
"Jenkins, Jason",Mid-Eastern,N.C. A&T,Fr,P,,,15.1,70,263,20,10,10,0.245,0.343,0.321,0.295,17.14,20,2.35,4.34
"Jenkins, Liam",ACC,Louisville,Jr,P,2018,523,15.1,78,358,32.05,25.64,6.41,0.182,0.41,0.255,0.327,11.54,14.1,6.46,5.07
"Jenkins, Michael",Atlantic 10,La Salle,Fr,P,,,41,191,555,19.37,6.81,12.56,0.302,0.366,0.512,0.375,18.32,25.13,7.9,4.88
"Jenkins, Niko",Atlantic 10,La Salle,So,UT,,,24,107,318,20.56,9.35,11.21,0.258,0.355,0.387,0.33,18.69,25.23,2.62,3.61
"Jensen, Ryan",Mountain West,Fresno St.,So,P,,,67.1,328,1246,20.12,10.98,9.14,0.309,0.396,0.424,0.357,22.26,14.33,5.35,4.06
"Jensen, Will",West Coast,Pepperdine,So,P,,,48.1,189,346,17.46,4.23,13.23,0.233,0.275,0.301,0.255,23.28,30.69,0.74,2.73
"Jerla, Charlie",Metro Atlantic,Marist,Sr,P,,,80,380,1247,16.58,10.26,6.32,0.294,0.374,0.399,0.339,19.21,24.21,4.5,4.63
"Jernigan, Trey",Big South,UNC Asheville,Fr,P,,,12,68,157,16.18,11.76,4.42,0.386,0.456,0.649,0.458,23.53,11.76,10.5,5.73
"Jett, Jack",Conference USA,Old Dominion,Jr,P,,,7.1,45,138,22.22,28.89,-6.67,0.31,0.533,0.414,0.432,17.78,4.44,12.27,6.67
"Johns, Braxton",Sun Belt,Georgia Southern,So,P,,,44.1,200,699,16.5,5.5,11,0.272,0.325,0.417,0.319,24.5,24.5,6.09,3.92
"Johnson, A.J.",OVC,SIUE,So,P,,,4.1,23,85,21.74,8.7,13.04,0.316,0.435,0.474,0.398,8.7,26.09,12.46,3.63
"Johnson, Boby",Missouri Valley,Bradley,Jr,P,2018,486,50.1,212,715,22.17,8.49,13.68,0.219,0.292,0.369,0.288,21.23,25.47,3.93,4.09
"Johnson, Brandon",Atlantic 10,Richmond,Sr,C,,,0.2,3,17,66.67,33.33,33.34,0,0.333,0,0.23,0,0,0,-1.85
"Johnson, Bryce",Summit League,South Dakota St.,Jr,P,,,44,205,574,14.15,6.34,7.81,0.321,0.376,0.401,0.341,19.51,28.29,6.14,3.28
"Johnson, Carter",Western Athletic,UTRGV,Sr,P,,,53.1,238,770,25.21,9.66,15.55,0.26,0.349,0.382,0.323,21.43,16.81,4.89,3.81
"Johnson, Cobi",ACC,Florida St,Jr,P,2018,896,20.1,90,270,30,14.44,15.56,0.216,0.333,0.351,0.306,14.44,20,3.54,4.49
"Johnson, Colton",Missouri Valley,Illinois St.,So,P,,,46.2,220,734,16.36,10.91,5.45,0.301,0.382,0.462,0.362,29.55,13.18,5.01,4.81
"Johnson, Connor",American East,Maine,Sr,P,,,35.1,165,337,10.91,12.73,-1.82,0.291,0.412,0.343,0.346,28.48,18.18,4.33,4.97
"Johnson, Daniel",Big South,Charleston So.,Sr,P,,,53.1,233,853,27.04,8.58,18.46,0.245,0.313,0.377,0.301,10.3,28.76,4.05,4.03
"Johnson, David",Sun Belt,Georgia Southern,Fr,P,,,57.2,258,872,15.12,8.14,6.98,0.293,0.357,0.4,0.329,27.13,19.38,5.62,4.28
"Johnson, Evan",Big East,Creighton,Jr,P,,,13.1,66,223,12.12,13.64,-1.52,0.296,0.394,0.37,0.341,19.7,25.76,6.07,5.21
"Johnson, Joe",Big South,High Point,So,UT,,,36.2,149,491,17.45,8.05,9.4,0.206,0.295,0.366,0.292,23.49,28.86,4.42,4.91
"Johnson, Jordan",Southwestern,Prairie View,Sr,P,,,4.2,35,134,11.43,28.57,-17.14,0.409,0.6,0.545,0.496,11.43,14.29,13.5,9.81
"Johnson, Kyle",Patriot,Holy Cross,Fr,P,,,14,74,154,20.27,14.86,5.41,0.322,0.446,0.492,0.408,13.51,20.27,9,5.86
"Johnson, Kyle",Patriot,Lafayette,Jr,P,,,30.2,146,264,8.9,9.59,-0.69,0.279,0.363,0.443,0.346,22.6,28.77,4.99,5.9
"Johnson, Lance",Sun Belt,Troy,So,P,,,26,119,413,11.76,15.13,-3.37,0.232,0.353,0.284,0.294,31.93,17.65,4.5,4.38
"Johnson, MD",Missouri Valley,Dallas Baptist,Jr,P,,,77,337,1225,22.55,9.5,13.05,0.265,0.341,0.446,0.34,19.58,22.85,5.14,4.6
"Johnson, Michael",Mid-Eastern,N.C. A&T,So,P,,,75.1,337,973,12.76,6.53,6.23,0.276,0.326,0.37,0.302,30.56,20.47,3.82,3.81
"Johnson, Nicholas",Southwestern,Mississippi Val.,Fr,P,,,77.2,399,563,7.02,8.02,-1,0.371,0.421,0.56,0.412,22.31,25.56,7.18,4.95
"Johnson, Nick",Atlantic 10,Rhode Island,Sr,P,2018,618,29.2,126,409,38.1,8.73,29.37,0.202,0.27,0.239,0.231,15.08,15.87,1.21,1.09
"Johnson, Nolan",Missouri Valley,Southern Ill.,Fr,P,,,3.1,22,85,31.82,18.18,13.64,0.412,0.545,1,0.609,4.55,9.09,24.3,16.05
"Johnson, Regynold",Southwestern,Alcorn,Sr,P,,,13,93,344,8.6,21.51,-12.91,0.441,0.548,0.824,0.542,8.6,23.66,20.77,10.76
"Johnson, Riley",Summit League,North Dakota St.,So,P,,,86.2,391,1068,16.88,10.49,6.39,0.259,0.358,0.378,0.325,20.97,24.3,4.57,4.13
"Johnson, Ryan",Northeast,Bryant,Sr,P,,,2.2,14,63,14.29,14.29,0,0.364,0.5,0.364,0.401,21.43,14.29,13.5,5.42
"Johnson, Ryan",SEC,Kentucky,Jr,OF,,,1,6,22,0,16.67,-16.67,0.6,0.667,0.6,0.554,33.33,0,18,6.15
"Johnson, Ryan",Southland,Lamar,Sr,P,,,4.2,24,71,12.5,16.67,-4.17,0.176,0.417,0.235,0.33,25,20.83,1.93,6.72
"Johnson, Spencer",Pac 12,Utah,Jr,P,,,7,38,121,7.89,21.05,-13.16,0.296,0.474,0.519,0.427,7.89,34.21,10.29,8.43
"Johnson, Spencer Kevin",Pac 12,Utah,So,P,,,33.1,159,620,27.67,18.24,9.43,0.262,0.403,0.476,0.381,14.47,16.35,6.75,5.65
"Johnson, Trent",AAC,Tulane,So,P,,,50,236,865,17.8,10.59,7.21,0.279,0.364,0.373,0.326,14.83,28.81,4.86,3.79
"Johnson, Trent",Big 10,Purdue,Fr,P,,,41,178,616,21.91,17.42,4.49,0.156,0.343,0.215,0.277,16.85,25.28,1.76,4.81
"Johnson, Tyler",Big South,Gardner-Webb,Jr,P,2018,907,40.2,172,719,30.81,9.3,21.51,0.23,0.314,0.349,0.293,20.93,16.28,3.98,2.25
"Johnston, Corey",Southern,VMI,So,P,,,33,149,558,22.15,13.42,8.73,0.246,0.369,0.361,0.329,20.81,18.79,5.45,4.6
"Johnston, Reid",ACC,NC State,Fr,P,,,64.2,268,998,18.28,5.6,12.68,0.221,0.272,0.299,0.252,21.27,31.34,3.06,2.71
"Johnston, Ryan",Big West,UC Irvine,So,OF,,,3.2,17,56,11.76,11.76,0,0.4,0.471,0.733,0.499,23.53,17.65,12.27,7.83
