Player,Conference,School,Yr,Pos,Draft,Pick,PA,AVG,OBP,SLG,HR,ISO,SB,SBA,K%,BB%,BB%-K%,BABIP,wOBA,wRAA,wRC
"Kale, David",Patriot,Holy Cross,Fr,OF,,,46,0.167,0.217,0.19,0,0.024,3,4,26.09,6.52,-19.57,0.233,0.191,-6,0
"Kaleiwahea, Brennon",OVC,Tennessee Tech,Sr,C,,,247,0.345,0.441,0.507,6,0.163,1,2,18.62,11.74,-6.88,0.421,0.416,17,47
"Kaletha, Logan",Big 10,Indiana,Jr,,,,208,0.244,0.394,0.409,6,0.165,9,12,19.23,13.94,-5.29,0.288,0.362,5,30
"Kalina, Jack",Summit League,Omaha,Jr,INF,,,213,0.253,0.319,0.358,3,0.105,0,1,22.07,8.45,-13.62,0.321,0.302,-6,20
"Kametas, Bobby",Big East,Creighton,Jr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Kamplain, Hunter",Sun Belt,Troy,Fr,C,,,28,0.182,0.286,0.318,1,0.136,0,0,28.57,14.29,-14.28,0.231,0.285,-1,2
"Kanavas, Nick",Mid American,Kent St.,Sr,OF,,,295,0.313,0.383,0.378,2,0.065,21,26,15.93,8.81,-7.12,0.373,0.345,2,38
"Kanemaru, Randall",Ivy League,Columbia,Sr,INF,,,510,0.338,0.412,0.531,15,0.193,5,5,17.25,9.41,-7.84,0.391,0.404,30,92
"Kanfer, Matthew",West Coast,Pepperdine,Jr,OF,,,404,0.285,0.319,0.355,6,0.07,8,11,17.08,4.7,-12.38,0.332,0.298,-13,37
"Kanios, Chris",Northeast,Central Conn. St.,So,OF,,,166,0.276,0.337,0.331,1,0.055,12,13,30.12,6.63,-23.49,0.415,0.306,-4,16
"Kapers, Scott",Horizon,Valparaiso,Jr,C,2018,509,419,0.234,0.31,0.311,4,0.077,1,2,12.17,6.44,-5.73,0.255,0.283,-18,33
"Kaplan, Leo",Big 10,Northwestern,So,OF,,,219,0.243,0.274,0.406,6,0.163,11,15,26.94,2.74,-24.2,0.303,0.289,-9,18
"Kapuscinski, Tyler",Metro Atlantic,Marist,So,INF,,,280,0.358,0.454,0.454,3,0.096,2,2,10,14.64,4.64,0.391,0.4,15,50
"Karo, Matt",Ivy League,Columbia,Sr,C,,,154,0.202,0.305,0.302,2,0.101,1,1,38.31,9.09,-29.22,0.353,0.282,-7,12
"Karraker, Ayden",Big South,Liberty,Jr,INF,,,37,0.219,0.324,0.375,1,0.156,0,0,40.54,8.11,-32.43,0.375,0.312,-1,4
"Karre, Rudy",Big 12,Kansas,Jr,INF,,,401,0.247,0.406,0.337,3,0.09,13,20,19.7,14.21,-5.49,0.318,0.344,3,52
"Kasperzyk, Derek",Metro Atlantic,Quinnipiac,So,OF,,,19,0.071,0.316,0.071,0,0,3,3,15.79,10.53,-5.26,0.091,0.233,-2,1
"Kasser, Kyle",Pac 12,Oregon,Sr,INF,2018,902,462,0.308,0.39,0.356,0,0.049,16,21,6.49,11.26,4.77,0.331,0.34,2,58
"Kasuls, Hunter",Sun Belt,Louisiana,Jr,INF,,,418,0.247,0.321,0.366,8,0.119,18,21,17.46,8.13,-9.33,0.287,0.308,-10,41
"Kates, Jacob",Big South,High Point,Fr,UT,,,11,0.111,0.273,0.111,0,0,0,0,27.27,18.18,-9.09,0.167,0.205,-1,0
"Katzfey, Jacob",Missouri Valley,Wichita St.,So,OF,,,109,0.274,0.312,0.368,1,0.095,6,9,12.84,6.42,-6.42,0.313,0.307,-3,11
"Kauffman, Jared",Mid American,Eastern Mich.,Fr,INF,,,119,0.257,0.319,0.343,1,0.086,4,8,20.17,5.04,-15.13,0.325,0.299,-4,11
"Kaufman, Kyle",SEC,Alabama,Jr,C,,,163,0.26,0.374,0.321,1,0.061,1,1,12.27,12.27,0,0.295,0.323,-2,18
"Kavadas, Niko",ACC,Notre Dame,Fr,INF,,,122,0.327,0.426,0.515,5,0.188,2,3,14.75,12.3,-2.45,0.354,0.408,8,22
"Kawano, Ryan",West Coast,Loyola Marymount,So,INF,,,27,0.136,0.296,0.136,0,0,0,0,37.04,11.11,-25.93,0.25,0.228,-2,1
"Kay, Landon",Southern,Furman,Sr,OF,,,499,0.279,0.353,0.449,17,0.171,10,15,22.65,10.42,-12.23,0.339,0.349,6,67
"Keane, John",Conference USA,Old Dominion,Fr,C,,,6,0.333,0.667,0.333,0,0,0,0,16.67,50,33.33,0.5,0.492,1,2
"Kearney, Sean",Southern,ETSU,Fr,INF,,,51,0.205,0.255,0.227,0,0.023,0,0,21.57,7.84,-13.73,0.273,0.23,-5,2
"Kearns, Isaiah",Big 12,West Virginia,So,UT,,,54,0.229,0.315,0.333,1,0.104,2,3,24.07,7.41,-16.66,0.294,0.291,-2,5
"Keating, Daniel",Conference USA,Southern Miss,Sr,OF,,,400,0.286,0.375,0.487,15,0.201,23,31,28,7.5,-20.5,0.383,0.375,14,62
"Keenan, Tyler",SEC,Ole Miss,Fr,INF,,,159,0.297,0.377,0.514,7,0.217,1,2,20.13,6.92,-13.21,0.337,0.381,6,26
"Keene, Andrew",Sun Belt,Georgia St.,Fr,OF,,,48,0.167,0.25,0.286,1,0.119,1,1,22.92,8.33,-14.59,0.2,0.245,-4,2
"Keener, Brock",Big 10,Michigan,Sr,C,,,102,0.287,0.422,0.362,0,0.075,1,1,22.55,14.71,-7.84,0.397,0.36,2,15
"Keirsey, Jr., Dashawn",Pac 12,Utah,Jr,OF,,,479,0.33,0.386,0.463,3,0.133,22,30,13.57,7.31,-6.26,0.381,0.368,13,72
"Keizor, Riley",Summit League,Oral Roberts,So,C,,,181,0.279,0.392,0.442,5,0.163,1,2,19.34,14.36,-4.98,0.33,0.367,5,27
"Kelder, Tyler",Atlantic 10,St. Bonaventure,Fr,INF,,,95,0.169,0.211,0.18,0,0.011,0,0,18.95,4.21,-14.74,0.208,0.179,-13,-1
"Keller, Clayton",AAC,Memphis,So,C,,,2,0,0.5,0,0,0,0,0,50,50,0,NA,0.345,0,0
"Keller, Davis",Southern,Wofford,Jr,OF,,,2,0,0,0,0,0,0,0,100,0,-100,NA,0,-1,0
"Keller, Grant",Big South,Longwood,So,3B,,,185,0.216,0.308,0.261,1,0.046,1,1,19.46,10.81,-8.65,0.274,0.271,-10,13
"Kelley, Brandon",OVC,Austin Peay,So,OF,,,50,0.244,0.3,0.268,0,0.024,2,3,24,6,-18,0.345,0.275,-3,4
"Kelley, Bryce",Big 10,Michigan State,So,OF,,,279,0.302,0.362,0.371,0,0.069,25,32,16.13,9.68,-6.45,0.368,0.328,-2,32
"Kelley, Tom",Mid American,Miami (OH),So,OF,,,22,0.048,0.091,0.048,0,0,0,0,54.55,4.55,-50,0.111,0.071,-5,-2
"Kellogg, Zak",Summit League,Fort Wayne,Sr,C,,,197,0.194,0.284,0.212,0,0.018,3,3,16.24,8.63,-7.61,0.239,0.239,-16,8
"Kelly, Brian",Metro Atlantic,Siena,Jr,INF,,,427,0.303,0.382,0.416,5,0.113,14,15,13.58,10.54,-3.04,0.344,0.353,6,59
"Kelly, Garret",Big West,UC Davis,Jr,OF,,,159,0.217,0.277,0.283,0,0.065,4,5,26.42,6.92,-19.5,0.313,0.259,-10,9
"Kelly, Jack",Big 10,Northwestern,Fr,C,,,55,0.14,0.218,0.28,2,0.14,0,2,25.45,9.09,-16.36,0.147,0.223,-5,2
"Kelly, Matt",West Coast,Portland,Jr,INF,,,394,0.243,0.325,0.303,2,0.061,17,26,27.41,8.63,-18.78,0.345,0.286,-16,32
"Kelly, Parker",Big 12,Texas Tech,Fr,INF,,,7,0,0,0,0,0,0,0,42.86,0,-42.86,0,0,-2,-1
"Kelly, Sean",Northeast,Mt. St. Marys,So,1B,,,97,0.184,0.268,0.333,2,0.149,0,0,26.8,7.22,-19.58,0.237,0.266,-6,6
"Kelly, Shane",Northeast,Bryant,Fr,OF,,,117,0.272,0.393,0.424,2,0.152,2,2,24.79,10.26,-14.53,0.354,0.358,2,17
"Kelly, Trevor",Atlantic 10,George Mason,Sr,1B,,,592,0.289,0.338,0.426,12,0.137,3,4,18.07,4.73,-13.34,0.336,0.331,-2,70
"Kelton, Koby",West Coast,BYU,Fr,INF,,,24,0.208,0.208,0.375,0,0.167,0,0,29.17,0,-29.17,0.294,0.242,-2,1
"Kemp, Chase",Southland,Lamar,Fr,INF,,,97,0.151,0.237,0.174,0,0.023,0,1,11.34,5.15,-6.19,0.173,0.2,-11,1
"Kemp, Ryan",Conference USA,Middle Tenn,Sr,2B,,,272,0.363,0.423,0.534,7,0.171,13,18,8.46,9.93,1.47,0.377,0.413,18,51
"Kendall, Kevin",Pac 12,UCLA,Fr,INF,,,129,0.306,0.388,0.459,3,0.153,9,10,17.05,9.3,-7.75,0.356,0.37,4,20
"Kendrick, Andrew",Horizon,Youngstown St.,Sr,1B,,,411,0.233,0.36,0.463,20,0.23,4,6,28.47,12.65,-15.82,0.288,0.357,8,58
"Keng, Chase",Conference USA,UTSA,Fr,OF,,,106,0.258,0.349,0.398,2,0.14,2,3,18.87,10.38,-8.49,0.31,0.329,-1,12
"Kengott, Jared",Missouri Valley,Southern Ill.,So,OF,,,57,0.326,0.474,0.395,0,0.07,1,1,24.56,19.3,-5.26,0.467,0.393,3,10
"Kenley, Jack",SEC,Arkansas,So,INF,,,76,0.207,0.342,0.259,0,0.052,2,3,26.32,15.79,-10.53,0.316,0.297,-2,7
"Kennedy, Evan",Big 10,Purdue,Sr,C,,,218,0.249,0.33,0.339,1,0.09,4,4,17.43,8.26,-9.17,0.303,0.301,-6,20
"Kensinger, Tim",Metro Atlantic,Canisius,Sr,OF,,,261,0.246,0.379,0.324,0,0.077,6,12,19.92,13.41,-6.51,0.327,0.328,-2,30
"Kephart, Matthew",Northeast,Mt. St. Marys,Fr,C,,,40,0.2,0.35,0.2,0,0,0,0,25,20,-5,0.286,0.277,-2,3
"Kerbs, Caleb",American East,Maine,Jr,INF,,,353,0.223,0.3,0.295,3,0.072,6,9,17.56,8.78,-8.78,0.266,0.272,-19,24
"Kerner, Adam",West Coast,San Diego,Fr,INF,,,126,0.324,0.389,0.441,0,0.117,2,2,20.63,6.35,-14.28,0.414,0.361,3,18
"Kerr, Jimmy",Big 10,Michigan,Jr,INF,,,171,0.241,0.316,0.379,2,0.138,2,2,19.3,10.53,-8.77,0.287,0.303,-5,16
"Kerr, Ryland",OVC,Eastern Ky.,Jr,INF,,,368,0.305,0.351,0.429,4,0.124,11,16,25.27,5.43,-19.84,0.408,0.34,2,46
"Kerschner, Alex",ACC,Notre Dame,Sr,OF,,,117,0.303,0.393,0.465,1,0.162,0,1,17.95,13.68,-4.27,0.377,0.375,4,18
"Kersey, Chris",Patriot,Lehigh,Sr,INF,,,316,0.295,0.386,0.422,3,0.128,12,18,12.97,12.34,-0.63,0.336,0.361,7,45
"Kessinger, Grae",SEC,Ole Miss,So,INF,2019,,357,0.244,0.345,0.38,8,0.136,8,11,13.73,12.89,-0.84,0.264,0.324,-3,40
"Kessinger, Nolan",Atlantic 10,Massachusetts,So,OF,,,296,0.304,0.372,0.379,1,0.075,4,7,13.85,7.77,-6.08,0.355,0.338,1,37
"Kessler, Coltyn",SEC,Kentucky,Fr,C,,,28,0.125,0.214,0.167,0,0.042,0,0,32.14,7.14,-25,0.188,0.182,-4,0
"Keys, Jaylon",Conference USA,Southern Miss,Jr,INF,,,20,0.214,0.4,0.214,0,0,1,1,25,20,-5,0.333,0.322,0,2
"Khan, Pierce",Sun Belt,La.-Monroe,Jr,INF,,,65,0.182,0.262,0.182,0,0,3,5,16.92,7.69,-9.23,0.222,0.217,-6,1
"Khawam, Christian",Conference USA,FIU,Sr,OF,,,124,0.278,0.419,0.34,0,0.062,5,8,18.55,12.9,-5.65,0.36,0.353,2,17
"Kiel, Alex",Western Athletic,Northern Colo.,Sr,C,,,253,0.259,0.336,0.317,2,0.059,2,3,22.92,10.28,-12.64,0.342,0.304,-7,24
"Kilgore, Will",Sun Belt,Georgia St.,Sr,INF,,,435,0.262,0.352,0.41,11,0.149,7,10,24.37,11.26,-13.11,0.336,0.339,1,55
"Kim, Andres",ASUN,USC Upstate,Jr,INF,,,150,0.246,0.347,0.27,0,0.025,3,3,17.33,9.33,-8,0.306,0.293,-5,13
"Kim, Josh",Big East,Villanova,Fr,INF,,,129,0.25,0.403,0.3,0,0.05,3,5,21.71,13.18,-8.53,0.342,0.334,0,16
"Kim, Ryan",West Coast,Portland,So,OF,,,213,0.265,0.333,0.386,3,0.122,5,7,19.72,9.39,-10.33,0.324,0.317,-3,23
"Kimball, Tyler",Southland,SFA,Jr,INF,,,38,0.067,0.158,0.1,0,0.033,0,0,31.58,10.53,-21.05,0.105,0.14,-6,-2
"Kimbrell, Forest",Mid-Eastern,N.C. A&T,Sr,INF,,,340,0.23,0.294,0.274,2,0.044,25,28,19.12,7.35,-11.77,0.284,0.262,-21,21
"Kimmell, Tripp",Mid-Eastern,Delaware St.,Fr,PH,,,47,0.256,0.319,0.256,0,0,0,2,19.15,4.26,-14.89,0.324,0.266,-3,3
"King, Alex",Atlantic 10,Saint Louis,Sr,SS,2018,1059,659,0.281,0.364,0.442,17,0.162,14,21,17,10.47,-6.53,0.323,0.355,11,92
"King, Jason",Mid-Eastern,N.C. A&T,Jr,OF,,,100,0.256,0.31,0.289,0,0.033,1,1,29,7,-22,0.377,0.274,-5,7
"King, Khaalis",Southwestern,Grambling,So,INF,,,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"King, Riley",SEC,Georgia,Fr,INF,,,6,0,0.333,0,0,0,0,0,33.33,33.33,0,0,0.23,-1,0
"King, Ryan",Big 10,Michigan State,Fr,INF,,,104,0.33,0.365,0.362,0,0.032,0,1,10.58,6.73,-3.85,0.369,0.325,-1,12
"Kinneman, Brett",ACC,NC State,Jr,OF,2018,204,457,0.279,0.396,0.556,22,0.277,8,10,25.38,15.97,-9.41,0.342,0.402,26,82
"Kinney, William",Southern,The Citadel,Sr,P,,,627,0.24,0.329,0.359,9,0.118,11,15,18.82,8.61,-10.21,0.29,0.311,-13,64
"Kinsey, Fran",Metro Atlantic,Iona,Jr,INF,,,397,0.304,0.37,0.365,1,0.061,9,11,12.09,9.82,-2.27,0.344,0.329,-2,46
"Kirk, Bryce",West Coast,Pacific,Fr,C,,,16,0.267,0.313,0.267,0,0,0,0,31.25,6.25,-25,0.4,0.263,-1,1
"Kirkpatrick, Justin",Mid American,Ball St.,Sr,INF,,,156,0.214,0.301,0.321,2,0.107,7,11,29.49,8.97,-20.52,0.313,0.286,-6,13
"Kiser, Brian",Western Athletic,New Mexico St.,Sr,OF,,,29,0.222,0.241,0.259,0,0.037,0,0,20.69,3.45,-17.24,0.273,0.218,-3,1
"Kjerstad, Heston",SEC,Arkansas,Fr,OF,2020,,222,0.335,0.414,0.59,13,0.255,3,3,17.12,7.66,-9.46,0.352,0.422,16,43
"Kjolsing, Tony",Summit League,South Dakota St.,Sr,INF,,,462,0.246,0.355,0.373,8,0.127,22,28,23.16,13.2,-9.96,0.316,0.327,-3,53
"Klein, Bailey",Atlantic 10,George Mason,Jr,C,,,68,0.254,0.309,0.492,3,0.237,0,0,17.65,7.35,-10.3,0.261,0.337,0,8
"Klein, Brian",Big 12,Texas Tech,So,INF,,,255,0.298,0.392,0.465,5,0.167,3,3,14.51,14.12,-0.39,0.335,0.371,8,39
"Klein, Michael",Mid American,Ohio,Sr,INF,,,347,0.245,0.343,0.405,8,0.16,2,3,23.63,10.37,-13.26,0.309,0.329,-2,41
"Klemann, Connor",Big 10,Penn State,Jr,INF,,,235,0.227,0.34,0.284,2,0.057,6,7,19.57,12.77,-6.8,0.282,0.291,-9,20
"Klenke, Ben",Big 10,Nebraska,So,OF,,,81,0.211,0.272,0.282,0,0.07,1,1,24.69,8.64,-16.05,0.294,0.254,-6,4
"Kleszcz, Cole",Big West,UC Santa Barbara,So,OF,,,20,0.056,0.15,0.111,0,0.056,0,1,35,0,-35,0.091,0.134,-3,-1
"Kloehn, A.J.",Patriot,Lafayette,Sr,C,,,227,0.193,0.304,0.281,3,0.089,1,2,28.63,11.89,-16.74,0.274,0.272,-12,16
"Kloehr, Daniel",Summit League,Oral Roberts,So,INF,,,9,0.143,0.222,0.286,0,0.143,0,0,22.22,11.11,-11.11,0.167,0.215,-1,0
"Klosterboer, Ethan",Sun Belt,Texas State,Jr,INF,,,17,0.083,0.353,0.083,0,0,0,0,41.18,23.53,-17.65,0.2,0.257,-1,1
"Klugerman, Evan",Patriot,Bucknell,Jr,C,,,275,0.266,0.375,0.378,3,0.113,9,9,15.27,13.82,-1.45,0.309,0.339,1,34
"Kmet, Cole",ACC,Notre Dame,Fr,INF,,,3,0,0.333,0,0,0,0,0,33.33,33.33,0,0,0.23,0,0
"Knauth, Kyle",Southland,Nicholls St.,Sr,C,,,474,0.292,0.392,0.454,12,0.162,3,7,14.98,12.87,-2.11,0.327,0.37,14,72
"Knehr, Reiss",Atlantic 10,Fordham,Jr,INF,2018,591,179,0.205,0.257,0.354,4,0.149,12,16,27.93,7.26,-20.67,0.269,0.267,-10,12
"Knernschield, Ryan",OVC,Eastern Ill.,So,C,,,137,0.306,0.35,0.38,1,0.074,0,1,16.06,5.11,-10.95,0.364,0.327,-1,16
"Knight, Caleb",ACC,Virginia,Sr,C,,,237,0.259,0.43,0.391,4,0.132,0,2,18.99,15.61,-3.38,0.323,0.378,9,38
"Knowles, Gabe",Big 10,Minnesota,Fr,OF,,,7,0,0,0,0,0,0,0,57.14,0,-57.14,0,0,-2,-1
"Knowles, Logan",Patriot,Navy,Sr,OF,,,600,0.294,0.382,0.385,2,0.091,29,34,6.5,12.33,5.83,0.313,0.347,6,79
"Knudsen, Riley",Colonial,Col. of Charleston,Sr,INF,,,79,0.209,0.329,0.403,4,0.194,0,0,20.25,15.19,-5.06,0.213,0.323,-1,9
"Koch, Grant",SEC,Arkansas,Jr,C,2018,144,460,0.249,0.343,0.413,15,0.164,2,5,18.91,11.74,-7.17,0.281,0.331,-2,55
"Koch, Ryan",Western Athletic,CSU Bakersfield,Jr,C,,,142,0.248,0.303,0.419,2,0.171,1,1,14.79,6.34,-8.45,0.28,0.31,-3,14
"Kocher, Ben",OVC,Belmont,Sr,INF,,,514,0.276,0.372,0.389,7,0.113,9,12,14.01,11.28,-2.73,0.317,0.341,3,65
"Kochmansky, Jake",Patriot,Lehigh,So,1B,,,33,0.167,0.182,0.233,0,0.067,0,0,27.27,3.03,-24.24,0.227,0.182,-4,0
"Kocinski, Greg",Metro Atlantic,Marist,Sr,INF,,,398,0.27,0.352,0.402,7,0.132,3,4,16.83,11.56,-5.27,0.313,0.332,-1,48
"Kocis, Garrett",Missouri Valley,Wichita St.,Fr,UT,,,12,0.273,0.333,0.364,0,0.091,0,0,33.33,8.33,-25,0.429,0.307,0,1
"Koehler, Matthew",Southern,Western Caro.,Jr,OF,,,395,0.286,0.362,0.449,9,0.163,15,20,20,9.11,-10.89,0.346,0.352,6,54
"Koelzer, Clay",Big 12,Texas Tech,So,C,,,66,0.19,0.288,0.241,0,0.052,1,1,25.76,9.09,-16.67,0.268,0.247,-5,3
"Koenig, Michael",Sun Belt,Coastal Carolina,Jr,INF,,,48,0.225,0.313,0.35,0,0.125,0,0,22.92,12.5,-10.42,0.3,0.294,-2,4
"Koep, Hunter",Summit League,North Dakota St.,Fr,UT,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kokoska, Zach",ACC,Virginia Tech,Fr,OF,,,11,0.273,0.273,0.364,0,0.091,0,0,27.27,0,-27.27,0.375,0.273,-1,1
"Kokoski, Steven",Metro Atlantic,Niagara,Fr,C,,,27,0.2,0.259,0.4,1,0.2,0,0,40.74,0,-40.74,0.308,0.285,-1,2
"Kolesar, Michael",Mountain West,Air Force,Fr,OF,,,28,0.24,0.286,0.52,2,0.28,0,2,32.14,3.57,-28.57,0.286,0.345,0,4
"Kondo, Nick",American East,Albany (NY),So,INF,,,241,0.221,0.361,0.295,2,0.074,11,16,23.65,12.45,-11.2,0.299,0.309,-5,24
"Kone, Zack",ACC,Duke,Jr,INF,2018,384,575,0.283,0.337,0.371,5,0.088,18,25,14.43,6.78,-7.65,0.327,0.314,-10,60
"Konecny-Pena, Hunter",West Coast,Pacific,So,INF,,,4,0,0.5,0,0,0,0,0,25,25,0,0,0.353,0,1
"Koniencki, Clay",Metro Atlantic,Monmouth,Jr,C,,,146,0.267,0.39,0.392,2,0.125,1,1,18.49,13.01,-5.48,0.33,0.352,2,20
"Konishi, Connor",Mountain West,San Jose St.,Fr,P,,,107,0.28,0.336,0.29,0,0.011,0,0,13.08,7.48,-5.6,0.325,0.29,-4,9
"Koos, Jacob",ASUN,Stetson,Jr,OF,,,516,0.29,0.366,0.365,3,0.075,38,48,9.69,10.85,1.16,0.318,0.329,-3,60
"Kopach, Connor",Missouri Valley,Southern Ill.,Sr,INF,2018,748,601,0.29,0.356,0.429,8,0.138,45,62,19.3,8.15,-11.15,0.352,0.342,4,77
"Koppens, Mason",Colonial,Northeastern,Sr,OF,,,524,0.245,0.296,0.299,0,0.054,25,33,22.71,5.73,-16.98,0.328,0.272,-28,36
"Korchak, Mike",Patriot,Bucknell,Sr,OF,,,211,0.162,0.204,0.264,4,0.102,0,3,23.22,4.74,-18.48,0.192,0.205,-23,3
"Korte, Jeff",Big 10,Illinois,Jr,C,,,121,0.267,0.339,0.41,3,0.143,0,0,11.57,8.26,-3.31,0.281,0.33,-1,14
"Koss, Christian",Big West,UC Irvine,So,INF,,,279,0.203,0.254,0.27,1,0.068,1,3,17.92,6.45,-11.47,0.245,0.24,-22,12
"Kozemchak, Matt",Patriot,Lehigh,Sr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
"Kozicky, Jordan",Big 10,Minnesota,So,INF,,,300,0.274,0.373,0.413,7,0.139,4,4,17,11.33,-5.67,0.313,0.346,3,39
"Kozorosky, CJ",Northeast,Mt. St. Marys,Fr,OF,,,33,0.222,0.333,0.222,0,0,2,3,36.36,15.15,-21.21,0.4,0.273,-2,2
"Kraft, Steven",Conference USA,Western Ky.,Sr,UT,,,435,0.328,0.411,0.467,7,0.139,11,15,15.17,11.03,-4.14,0.383,0.384,18,71
"Krainz, Ryan",Ivy League,Cornell,Sr,INF,,,254,0.323,0.413,0.382,0,0.06,14,18,11.81,13.78,1.97,0.372,0.357,5,36
"Kramer, Shea",Pac 12,Utah,Fr,INF,,,91,0.207,0.253,0.28,1,0.073,0,1,16.48,6.59,-9.89,0.232,0.234,-8,3
"Kratt, Evan",Mid American,Central Mich.,Jr,C,,,324,0.269,0.373,0.3,0,0.031,1,2,20.99,13.27,-7.72,0.35,0.313,-6,34
"Kraus, Jack",Horizon,Milwaukee,Fr,C,,,26,0.227,0.346,0.318,0,0.091,1,1,38.46,11.54,-26.92,0.417,0.304,-1,2
"Kregel, Brian",Ivy League,Princeton,Fr,OF,,,12,0.167,0.167,0.167,0,0,0,0,41.67,0,-41.67,0.286,0.146,-2,0
"Kreidler, Ryan",Pac 12,UCLA,So,INF,2019,,282,0.24,0.34,0.341,5,0.1,5,5,19.5,12.06,-7.44,0.287,0.311,-6,29
"Kreiter, Colin",Horizon,Milwaukee,Jr,OF,,,172,0.318,0.39,0.457,3,0.139,8,8,13.37,6.4,-6.97,0.357,0.37,5,26
"Kremer, Kris",Big 10,Penn State,Fr,INF,,,36,0.222,0.222,0.361,0,0.139,0,0,19.44,0,-19.44,0.276,0.245,-3,2
"Kreske, Jason",West Coast,San Francisco,Jr,INF,,,30,0.19,0.3,0.19,0,0,0,0,13.33,16.67,3.34,0.235,0.268,-2,2
"Kreuter, Cole",Big West,UC Irvine,Sr,INF,2018,1083,538,0.256,0.31,0.372,10,0.116,7,14,25.46,5.95,-19.51,0.333,0.3,-16,50
"Kreutzer, Nick",Southwestern,Ark. Pine Bluff,Jr,INF,,,149,0.331,0.463,0.593,5,0.263,1,1,13.42,18.79,5.37,0.362,0.447,14,32
"Kringlen, Keaton",West Coast,BYU,Jr,OF,,,503,0.33,0.394,0.448,8,0.118,5,9,13.32,8.75,-4.57,0.368,0.368,14,75
"Kriss, Alex",Northeast,Mt. St. Marys,Jr,INF,,,365,0.243,0.334,0.335,3,0.093,9,13,17.26,11.51,-5.75,0.292,0.302,-10,34
"Kristan, Ian",Missouri Valley,Bradley,Sr,C,,,382,0.281,0.359,0.413,8,0.132,0,0,16.75,8.64,-8.11,0.326,0.34,2,48
"Krob, Brendan",Missouri Valley,Evansville,So,C,,,106,0.137,0.208,0.242,1,0.105,1,1,34.91,6.6,-28.31,0.207,0.203,-12,1
"Kroon, Matt",Big 12,Oklahoma State,Jr,3B,2018,527,205,0.321,0.454,0.556,8,0.235,16,19,19.02,15.12,-3.9,0.379,0.434,17,42
"Krowiak, CJ",American East,Binghamton,Sr,OF,,,549,0.296,0.37,0.395,6,0.099,33,42,7.1,9.29,2.19,0.312,0.338,1,68
"Krsolovic, Ronnie",Horizon,Oakland,Jr,INF,,,91,0.198,0.286,0.346,2,0.148,0,0,31.87,7.69,-24.18,0.28,0.28,-4,7
"Krull, William",Metro Atlantic,Canisius,So,C,,,185,0.232,0.341,0.31,2,0.077,2,5,22.7,10.27,-12.43,0.301,0.299,-6,17
"Krumwiede, Keil",Summit League,Omaha,So,INF,,,138,0.231,0.362,0.315,1,0.083,1,1,19.57,16.67,-2.9,0.293,0.315,-2,15
"Krusinski, Mike",Colonial,Delaware,Jr,OF,,,58,0.16,0.276,0.24,0,0.08,0,1,31.03,10.34,-20.69,0.25,0.242,-5,3
"Krzeminski, Cameron",ASUN,FGCU,So,OF,,,23,0.167,0.348,0.167,0,0,1,1,56.52,13.04,-43.48,0.6,0.267,-1,1
"Krzmarzick, Cole",Mountain West,Nevada,Sr,OF,,,469,0.321,0.371,0.412,2,0.091,9,13,7.68,7.68,0,0.346,0.349,6,63
"Kuchmaner, Zach",Southern,UNCG,Jr,P,,,96,0.294,0.333,0.435,1,0.141,3,5,12.5,6.25,-6.25,0.329,0.335,0,12
"Kueber, Garrett",OVC,Austin Peay,Sr,INF,,,164,0.328,0.445,0.508,4,0.18,8,11,22.56,17.07,-5.49,0.432,0.418,11,31
"Kuet, Jesse",Pac 12,Stanford,Sr,INF,,,213,0.239,0.305,0.245,0,0.005,1,2,9.86,5.16,-4.7,0.267,0.26,-13,13
"Kuhns, Ryder",Big West,CSUN,Jr,INF,,,3,0.5,0.667,2,1,1.5,0,0,33.33,33.33,0,NA,0.902,1,2
"Kuncl, Trevor",Atlantic 10,George Washington,Fr,INF,,,22,0.222,0.364,0.222,0,0,0,0,22.73,9.09,-13.64,0.308,0.288,-1,2
"Kunert, Lenni",Southland,Northwestern St.,So,INF,,,175,0.267,0.366,0.411,4,0.144,1,1,12,12.57,0.57,0.285,0.343,1,23
"Kunsa, Phillip",Conference USA,Middle Tenn,Sr,OF,,,30,0.192,0.3,0.385,1,0.192,0,1,30,10,-20,0.25,0.302,-1,3
"Kunst, Paul",West Coast,San Diego,So,UT,,,301,0.29,0.372,0.379,3,0.089,10,16,10.63,9.3,-1.33,0.322,0.344,2,39
"Kunz, Justin",Big South,Gardner-Webb,Jr,C,,,424,0.249,0.361,0.388,8,0.139,0,1,18.87,9.2,-9.67,0.299,0.335,0,52
"Kurtz, Zach",Atlantic 10,Richmond,Jr,INF,,,79,0.188,0.329,0.234,0,0.047,1,1,29.11,13.92,-15.19,0.293,0.274,-4,6
"Kusz, Jake",Southern,UNCG,Sr,C,,,373,0.263,0.314,0.421,11,0.158,1,1,19.03,6.7,-12.33,0.296,0.316,-6,40
"Kutruff, Mason",Atlantic 10,Dayton,Sr,P,,,1,0,0,0,0,0,0,0,100,0,-100,NA,0,0,0
