Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Masullo, Dom",OVC,Morehead St.,So,P,,,8,51,23.53,21.57,1.96,0.222,0.392,0.5,0.375,15.69,15.69,9.52
"Mata, David",Mid-Eastern,Bethune-Cookman,Fr,P,,,5.1,31,16.13,16.13,0,0.423,0.516,0.731,0.519,9.68,22.58,9.23
"Matarazzo, Lou",Metro Atlantic,Iona,Sr,INF,,,1.1,4,25,0,25,0,0,0,0,25,50,1.33
"Mathes, Cameron",Big East,Villanova,Jr,P,,,5.1,30,6.67,10,-3.33,0.333,0.4,0.667,0.427,26.67,20,9.81
"Matter, Michael",OVC,Belmont,So,P,,,13.4,69,10.14,11.59,-1.45,0.305,0.406,0.492,0.389,31.88,17.39,6.28
"Matthews, Caleb",ASUN,USC Upstate,Jr,P,,,7,40,25,2.5,22.5,0.432,0.45,0.73,0.489,17.5,10,4.86
"Matthews, John",Mid American,Kent St.,So,INF,,,6.5,30,33.33,13.33,20,0.115,0.233,0.154,0.192,20,23.33,1.92
"Matthews, Zack",Big 12,Oklahoma,Fr,P,,,2.1,11,27.27,18.18,9.09,0.222,0.364,0.222,0.285,18.18,18.18,3.15
"Matthiessen, Will",Pac 12,Stanford,So,INF,,,17.9,90,20,7.78,12.22,0.212,0.278,0.412,0.294,21.11,28.89,5.38
"Mattison, Tyler",Northeast,Bryant,Fr,P,,,8.1,45,26.67,11.11,15.56,0.324,0.4,0.541,0.392,17.78,11.11,4.01
"Matulovich, Joey",Pac 12,California,Jr,P,2018,605,67.2,323,15.48,7.43,8.05,0.244,0.319,0.343,0.293,22.6,28.17,4.14
"Mauloni, Chris",ASUN,Jacksonville,Fr,P,,,12,51,29.41,9.8,19.61,0.273,0.373,0.432,0.354,13.73,19.61,4.56
"Maw, Cody",Big South,Charleston So.,Jr,P,,,36.6,198,17.17,8.59,8.58,0.313,0.374,0.436,0.353,15.15,29.8,4.54
"Mayer, Jake",Western Athletic,Utah Valley,Sr,P,,,88.4,466,16.95,7.3,9.65,0.285,0.339,0.42,0.325,24.68,21.24,3.93
"Mayhall, Cooper",ASUN,Kennesaw State,Jr,P,,,5.1,27,18.52,14.81,3.71,0.111,0.37,0.111,0.274,37.04,3.7,5.89
"Mayhew, Jake",Southern,UNCG,Jr,P,,,10.4,58,22.41,24.14,-1.73,0.326,0.483,0.419,0.404,17.24,10.34,4.69
"Maynard, Jack",Southern,UNCG,Sr,P,2018,738,44.1,205,24.39,6.83,17.56,0.226,0.283,0.285,0.254,28.78,17.07,2.56
"McAffer, Will",AAC,Tulane,Jr,P,2018,746,11.2,54,18.52,16.67,1.85,0.244,0.37,0.311,0.314,14.81,29.63,3.77
"McAlister, K.J.",Mid-Eastern,N.C. A&T,Sr,P,,,8.3,85,14.12,22.35,-8.23,0.339,0.471,0.613,0.446,14.12,20,13.39
"McAlister, Tyler",Missouri Valley,Missouri St.,So,P,,,8.8,60,21.67,18.33,3.34,0.295,0.467,0.523,0.427,8.33,21.67,8.26
"McAninch, Cal",Horizon,Northern Ky.,Fr,P,,,2.2,13,23.08,0,23.08,0.2,0.308,0.3,0.274,7.69,30.77,3.15
"McArthur, James",SEC,Ole Miss,Jr,P,2018,347,75.6,378,18.25,10.05,8.2,0.278,0.373,0.438,0.354,15.87,27.78,5.06
"McAvene, Michael",ACC,Louisville,So,P,,,10.9,61,36.07,18.03,18.04,0.224,0.377,0.265,0.307,8.2,18.03,2.41
"McBride, Patrick",Sun Belt,South Ala.,Jr,P,,,9.2,39,12.82,7.69,5.13,0.25,0.308,0.361,0.294,33.33,23.08,4.45
"McBryan, Dan",Metro Atlantic,Iona,Sr,P,,,10.2,45,37.78,13.33,24.45,0.179,0.289,0.256,0.253,13.33,20,1.58
"McCall, Terrell",Southwestern,Alabama St.,Jr,P,,,15.3,102,9.8,11.76,-1.96,0.341,0.451,0.537,0.422,12.75,30.39,7.07
"McCambley, Zach",Sun Belt,Coastal Carolina,Fr,P,,,16.2,79,13.92,16.46,-2.54,0.297,0.405,0.328,0.334,24.05,18.99,4.2
"McCarthy, Conor",Big East,Villanova,Sr,P,,,8.7,70,17.14,17.14,0,0.294,0.414,0.412,0.359,12.86,21.43,6.71
"McCarthy, Dean",Colonial,Elon,So,P,,,5.7,36,13.89,22.22,-8.33,0.222,0.417,0.222,0.32,27.78,16.67,6.13
"McCarthy, Shane",Big East,Seton Hall,Sr,P,2018,553,103,498,14.86,4.62,10.24,0.307,0.343,0.429,0.33,28.92,18.88,3.55
"McCarty, Mac",Atlantic 10,VCU,Jr,P,,,12,57,17.54,12.28,5.26,0.217,0.351,0.239,0.283,31.58,14.04,3.98
"McCauley, Riley",Big 10,Michigan State,Jr,P,2018,428,30.9,166,28.92,12.05,16.87,0.223,0.331,0.309,0.291,16.87,19.28,3.21
"McClanahan, Shane",AAC,USF,So,P,2018,31,31.9,145,39.31,14.48,24.83,0.189,0.31,0.246,0.262,17.24,11.72,2.05
"McClellan, Hunter",Southland,Houston Baptist,Jr,P,,,9.2,43,9.3,2.33,6.97,0.316,0.395,0.316,0.328,18.6,32.56,3.91
"McClure, Jack",American East,Albany (NY),Sr,P,,,19.9,91,16.48,6.59,9.89,0.203,0.286,0.266,0.251,25.27,27.47,3.15
"McCollough, Matthew",Southland,Houston Baptist,Sr,P,,,67.3,302,14.57,4.64,9.93,0.275,0.315,0.389,0.305,22.85,29.8,3.61
"McCollum, Jeremiah",Mid-Eastern,Florida A&M,Fr,P,,,10.1,44,11.36,15.91,-4.55,0.222,0.364,0.25,0.294,22.73,29.55,4.53
"McConnell, Matt",Mid American,Western Mich.,Jr,P,,,10.3,66,19.7,7.58,12.12,0.278,0.364,0.37,0.324,19.7,19.7,4.51
"McCort, Jake",Mid-Eastern,N.C. Central,Sr,P,,,18.7,115,8.7,15.65,-6.95,0.29,0.409,0.462,0.379,14.78,33.91,8.07
"McCoy, Nick",AAC,UCF,Sr,P,,,1.3,12,25,25,0,0.25,0.417,0.25,0.319,16.67,8.33,5.45
"McCoy, Tucker",Colonial,James Madison,Sr,P,,,19.2,159,15.09,10.69,4.4,0.283,0.421,0.488,0.396,16.35,25.79,8.2
"McCray, Deviner",ASUN,Kennesaw State,Jr,P,,,3.1,17,17.65,17.65,0,0.167,0.412,0.167,0.31,5.88,35.29,6.05
"McCrum, Jordan",Metro Atlantic,Monmouth,Jr,INF,,,32.4,161,17.39,9.32,8.07,0.266,0.348,0.338,0.307,23.6,22.36,3.58
"McCrystal, Donavon",Mountain West,UNLV,Jr,P,,,10,48,6.25,0,6.25,0.409,0.396,0.636,0.422,22.92,25,5.45
"McCutchin, Trevor",Summit League,Oral Roberts,Jr,P,,,18.6,103,29.13,12.62,16.51,0.17,0.311,0.216,0.258,21.36,20.39,3.36
"McDaniel, Trey",Missouri Valley,Southern Ill.,Fr,P,,,14.1,68,19.12,13.24,5.88,0.293,0.382,0.552,0.392,20.59,20.59,5.98
"McDonald, Andrew",ACC,Virginia Tech,Sr,P,2018,259,48.3,257,24.12,8.17,15.95,0.339,0.405,0.424,0.363,16.73,16.73,3.13
"McDonald, Cole",Big 10,Iowa,Jr,P,,,46.2,201,21.89,7.96,13.93,0.221,0.294,0.293,0.265,24.38,23.88,3.32
"McDonald, Cullen",Southland,Northwestern St.,Jr,P,,,32.9,156,13.46,8.33,5.13,0.241,0.301,0.355,0.287,21.79,33.33,4.24
"McElmeel, Michael",Southland,Incarnate Word,Fr,P,,,2.2,14,14.29,14.29,0,0.2,0.357,0.2,0.276,21.43,21.43,5.42
"McFadden, Delvin",Mid-Eastern,Coppin St.,Sr,P,,,4.7,41,24.39,26.83,-2.44,0.138,0.39,0.241,0.316,19.51,17.07,9.32
"McFadden, Parker",Pac 12,Washington St.,Jr,P,2018,475,28.7,169,16.57,20.12,-3.55,0.224,0.426,0.328,0.354,24.85,15.98,5.8
"McGarry, Griff",ACC,Virginia,Fr,P,,,6.2,34,29.41,11.76,17.65,0.31,0.412,0.552,0.41,11.76,17.65,4.44
"McGeorge, Aaron",SEC,Kentucky,Jr,P,,,5,27,11.11,7.41,3.7,0.48,0.519,0.8,0.551,18.52,18.52,5.75
"McGinness, Clayton",Missouri Valley,Wichita St.,Jr,P,,,27.3,138,13.04,8.7,4.34,0.29,0.355,0.46,0.35,24.64,26.09,4.69
"Mcgough, Trey",Northeast,Mt. St. Marys,So,P,,,24.6,116,14.66,9.48,5.18,0.283,0.345,0.404,0.322,23.28,23.28,4.29
"McGowan, Pat",Patriot,Holy Cross,Jr,P,,,34.5,183,16.94,12.02,4.92,0.261,0.361,0.471,0.357,13.66,32.79,5.41
"McGrath, Sean",Mid-Eastern,Delaware St.,Jr,P,,,38.5,199,17.59,10.05,7.54,0.24,0.342,0.323,0.3,19.1,27.14,3.51
"McGregor, Justin",Summit League,Oral Roberts,Sr,P,2018,919,63.4,276,23.91,10.87,13.04,0.213,0.304,0.326,0.281,22.1,22.1,3.45
"McGrory, Chris",Ivy League,Harvard,Fr,P,,,1,3,0,0,0,0,0,0,0,33.33,66.67,3.15
"McGuigan, Brendan",Atlantic 10,Richmond,Jr,P,,,20.4,123,17.89,18.7,-0.81,0.202,0.35,0.266,0.289,16.26,26.83,5.16
"McGuigan, Tyler",Southern,Wofford,Fr,P,,,2.1,15,13.33,33.33,-20,0.4,0.6,0.7,0.54,20,6.67,14.58
"McGuire, Andy",Big 12,Texas,Jr,P,2018,836,14.3,75,21.33,8,13.33,0.19,0.293,0.19,0.234,24,22.67,3.01
"McGuire, Luke",Mid American,Eastern Mich.,Fr,P,,,12.1,54,20.37,9.26,11.11,0.265,0.333,0.388,0.317,31.48,14.81,3.64
"McGuire, Nick",Mid-Eastern,Norfolk St.,Sr,P,,,1.4,14,21.43,28.57,-7.14,0.3,0.5,0.7,0.484,7.14,21.43,7.43
"McIntosh, Alex",Horizon,Milwaukee,Jr,P,,,8.8,55,14.55,14.55,0,0.295,0.436,0.5,0.409,18.18,23.64,8.03
"McKendry, Evan",ACC,Miami (FL),So,P,,,59.3,261,25.29,7.66,17.63,0.196,0.268,0.253,0.236,27.59,16.48,2.46
"McKenna, Trevor",Mid-Eastern,Savannah St.,Sr,P,,,31.3,181,18.23,14.92,3.31,0.239,0.398,0.29,0.325,19.89,19.89,5.19
"McKenney, Alex",American East,Maine,Fr,P,,,3,18,0,16.67,-16.67,0.5,0.611,0.643,0.537,16.67,22.22,7.15
"McKenzie, Jake",Big 12,Texas,Sr,P,,,8.2,54,18.52,9.26,9.26,0.184,0.259,0.388,0.28,24.07,31.48,7.29
"McKinney, Keaton",SEC,Arkansas,Jr,P,,,51.2,262,13.74,11.83,1.91,0.243,0.344,0.351,0.31,24.81,25.57,4.61
"McLarty, Griffin",Colonial,Col. of Charleston,So,P,,,29.7,166,17.47,9.64,7.83,0.331,0.398,0.479,0.375,19.88,19.88,4.86
"McLaughlin, Jack",Big South,Presbyterian,Sr,P,,,6,42,14.29,21.43,-7.14,0.273,0.429,0.455,0.388,14.29,28.57,7.81
"McLemore, Peyton",Southland,McNeese,Jr,P,,,16.4,100,25,15,10,0.237,0.36,0.362,0.322,15,21,4
"McLiniskey, Ryan",Big East,Seton Hall,Fr,P,,,7.2,37,21.62,10.81,10.81,0.233,0.351,0.3,0.299,5.41,35.14,3.42
"McLinskey, Jake",ASUN,Kennesaw State,Jr,P,,,11.1,51,11.76,1.96,9.8,0.277,0.294,0.447,0.31,29.41,25.49,4.95
"McLoughlin, Trey",Metro Atlantic,Fairfield,Fr,P,,,20,89,13.48,5.62,7.86,0.317,0.371,0.402,0.34,24.72,24.72,3
"McMahon, Christopher",ACC,Miami (FL),Fr,P,,,6.2,32,15.63,3.13,12.5,0.355,0.375,0.613,0.416,21.88,25,4.11
"McManimon, Cole",Patriot,Lehigh,Jr,P,,,11.3,92,11.96,9.78,2.18,0.392,0.467,0.722,0.491,16.3,23.91,10.14
"McMenamy, Owen",Ivy League,Cornell,Jr,P,,,0.1,5,0,40,-40,0.5,0.8,0.5,0.596,0,20,93.15
"McMillin, Evan",Big West,UC Irvine,Jr,P,,,5,22,18.18,13.64,4.54,0.263,0.364,0.421,0.343,36.36,9.09,3.35
"McMillon, John",Big 12,Texas Tech,So,OF,,,34.4,186,22.04,17.74,4.3,0.252,0.392,0.286,0.319,18.28,18.82,4.28
"McMinn, Josh",Summit League,Oral Roberts,Jr,P,,,70.9,345,21.45,9.57,11.88,0.243,0.319,0.345,0.294,15.94,29.28,3.68
"McMullen, Hunter",SEC,Florida,Fr,P,,,8.2,39,25.64,15.38,10.26,0.281,0.41,0.5,0.395,20.51,12.82,6.44
"McMullen, Kirby",SEC,Florida,So,OF,,,6.4,54,12.96,12.96,0,0.364,0.444,0.477,0.398,20.37,18.52,6.74
"McMurray, Trevor",OVC,Murray St.,So,P,,,28.8,168,10.71,16.67,-5.96,0.333,0.446,0.526,0.415,17.86,25,5.92
"McMurtrey, Justin",Mid American,Eastern Mich.,Sr,P,,,40.6,220,11.82,6.82,5,0.321,0.373,0.49,0.367,18.64,30,4.87
"McNamara, Connor",Metro Atlantic,Marist,So,P,,,33.7,157,12.1,8.28,3.82,0.279,0.344,0.386,0.32,26.75,25.48,4.51
"McNamara, Patrick",Big South,Presbyterian,Fr,P,,,0.2,5,0,20,-20,0.333,0.4,1.333,0.541,0,40,83.15
"McNamee, Cole",ACC,Wake Forest,Fr,UT,,,2.1,24,20.83,20.83,0,0.5,0.583,0.714,0.504,4.17,4.17,8.39
"McNeel, Zac",Conference USA,Marshall,So,P,,,15.2,83,14.46,14.46,0,0.333,0.434,0.609,0.438,13.25,27.71,8.41
"McNiff, Bobby",Metro Atlantic,Fairfield,Jr,P,,,5.7,40,10,5,5,0.405,0.425,0.676,0.454,17.5,27.5,5.08
"McNulty, Dylan",Big 10,Rutgers,Fr,P,,,0.2,3,33.33,0,33.33,0,0.333,0,0.24,33.33,0,8.15
"McQuary, Denver",SEC,Mississippi St.,So,P,,,36.2,198,12.63,14.14,-1.51,0.274,0.379,0.451,0.358,22.22,25.25,5.69
"McReaken, Mason",OVC,SIUE,Sr,P,,,19.5,119,18.49,25.21,-6.72,0.265,0.454,0.446,0.395,15.97,16.81,7.81
"McSteen, Jake",Big 10,Nebraska,Jr,P,,,27.8,154,12.34,6.49,5.85,0.302,0.364,0.388,0.332,32.47,18.18,4.23
"McSweeney, Morgan",ACC,Wake Forest,So,P,,,40.6,221,20.36,14.48,5.88,0.264,0.376,0.434,0.352,18.1,22.17,5.44
"McVay, Brad",West Coast,Portland,Fr,P,,,0.1,4,0,0,0,0.5,0.75,0.5,0.58,0,25,63.15
"McVey, Hunter",Mid-Eastern,Delaware St.,Sr,P,,,16.4,137,18.25,9.49,8.76,0.322,0.394,0.4,0.348,24.82,13.87,4
"McWhorter, Andrew",OVC,Eastern Ky.,Sr,P,,,5.2,27,14.81,0,14.81,0.292,0.296,0.583,0.35,29.63,18.52,4.69
"Meadows, Dillon",Big 12,West Virginia,So,P,,,3.1,15,13.33,0,13.33,0.333,0.333,0.467,0.341,6.67,46.67,1.86
"Medders, Deacon",SEC,Alabama,So,P,,,25.9,134,23.13,22.39,0.74,0.212,0.388,0.222,0.3,23.88,11.19,4.34
"Medel, Robby",Pac 12,Arizona,Sr,P,,,45.4,252,11.11,6.75,4.36,0.303,0.357,0.447,0.346,26.19,25.79,4.45
"Mediavilla, Michael",ACC,Miami (FL),Sr,P,2018,1025,50.3,302,19.87,13.25,6.62,0.237,0.341,0.344,0.306,17.88,26.16,4.36
"Medrano, Adam",Mountain West,Fresno St.,So,P,,,4.7,43,11.63,16.28,-4.65,0.273,0.372,0.455,0.348,18.6,25.58,8.25
"Meehan, Keefer",West Coast,Loyola Marymount,Fr,P,,,6,29,24.14,13.79,10.35,0.318,0.448,0.5,0.409,10.34,17.24,5.98
"Meeker, James",Colonial,Delaware,Sr,INF,,,22.9,132,14.39,6.82,7.57,0.35,0.409,0.542,0.407,28.03,16.67,5.33
"Meeks, Kaleb",Horizon,Northern Ky.,Fr,P,,,2.1,18,0,16.67,-16.67,0.417,0.556,0.833,0.543,5.56,33.33,16.48
"Megill, Tylor",Pac 12,Arizona,Sr,P,2018,230,18.7,120,20.83,10,10.83,0.314,0.417,0.422,0.373,21.67,15.83,4.75
"Mehelich, Zach",Mid American,Western Mich.,So,P,,,9.1,68,11.76,20.59,-8.83,0.37,0.5,0.63,0.476,26.47,11.76,8.86
"Melendez, Alvin",Atlantic 10,Fordham,So,INF,,,11.5,61,21.31,9.84,11.47,0.173,0.295,0.212,0.244,24.59,24.59,3.23
"Mellen, Sean",Colonial,Northeastern,So,P,,,17,90,21.11,16.67,4.44,0.149,0.356,0.313,0.315,13.33,28.89,7.09
"Mellott, Mason",Big 10,Penn State,Fr,P,,,9.1,54,9.26,11.11,-1.85,0.391,0.463,0.478,0.409,22.22,20.37,4.36
"Melrath, Chris",Mid-Eastern,UMES,Sr,P,,,26.3,156,15.38,7.05,8.33,0.299,0.359,0.423,0.338,22.44,23.72,4.52
"Melton, Zach",Sun Belt,South Ala.,Sr,P,,,19.1,110,20,10,10,0.256,0.391,0.395,0.35,19.09,19.09,5.5
"Menendez, Antonio",ACC,Wake Forest,Fr,P,,,8.2,51,17.65,21.57,-3.92,0.286,0.51,0.571,0.466,15.69,15.69,11.56
"Menendez, Bryan",Mountain West,UNLV,Sr,P,2018,729,19.1,110,23.64,9.09,14.55,0.283,0.345,0.414,0.33,24.55,16.36,3.36
"Menfee, Jordan",Horizon,Northern Ky.,Jr,P,,,21.4,149,9.4,12.08,-2.68,0.303,0.403,0.475,0.378,24.16,23.49,7.49
"Mercado, Eric",Metro Atlantic,Saint Peters,So,2B,,,0.2,2,0,0,0,0,0,0,0,100,0,3.15
"Mercer, Matt",Pac 12,Oregon,Jr,P,2018,159,89.2,401,21.45,9.98,11.47,0.232,0.317,0.314,0.284,19.7,26.68,3.32
"Mercer, Matt",Southern,ETSU,Fr,P,,,1,8,12.5,62.5,-50,0,0.625,0,0.432,0,25,16.15
"Merritt, Jordan",Southern,The Citadel,Jr,P,,,18.4,112,14.29,14.29,0,0.351,0.438,0.638,0.447,19.64,20.54,7.55
"Mervis, Matt",ACC,Duke,So,INF,,,12.6,82,15.85,13.41,2.44,0.309,0.402,0.368,0.344,15.85,25.61,3.94
"Meservey, Nick",Western Athletic,Seattle U,Jr,P,2018,625,25,146,23.29,8.22,15.07,0.283,0.356,0.402,0.331,21.23,17.81,3.39
"Messer, Tyson",Big South,Campbell,Jr,P,,,15.9,117,16.24,23.08,-6.84,0.298,0.47,0.452,0.407,11.11,23.08,8.05
"Messina, Sam",Patriot,Army,Jr,P,,,20.5,125,16.8,25.6,-8.8,0.253,0.456,0.345,0.372,14.4,20.8,6.85
"Metelski, Connor",American East,UMass Lowell,So,P,,,19.8,85,23.53,10.59,12.94,0.203,0.282,0.23,0.237,20,25.88,2.49
"Metoxen, Takoda",AAC,Memphis,So,P,,,5.1,41,2.44,14.63,-12.19,0.267,0.415,0.367,0.352,24.39,26.83,8.05
"Metz, Ryan",ACC,Virginia Tech,Fr,P,,,1.1,13,7.69,46.15,-38.46,0.333,0.692,1,0.625,23.08,0,32.24
"Metzdorf, Dan",ACC,Boston College,Jr,P,2018,1147,37.6,219,15.53,10.5,5.03,0.298,0.402,0.403,0.357,16.44,26.03,5.09
"Meyer, Adam",Sun Belt,UT Arlington,Sr,P,,,10.7,88,27.27,5.68,21.59,0.299,0.375,0.429,0.352,19.32,14.77,3.89
"Meyer, Jacob",Atlantic 10,George Washington,Fr,P,,,2,10,0,30,-30,0.143,0.4,0.143,0.295,10,50,7.65
"Meyer, Mack",ACC,Virginia,Sr,P,,,8,34,20.59,5.88,14.71,0.179,0.265,0.214,0.223,23.53,23.53,2.9
"Meyer, Mark",Conference USA,Marshall,So,P,,,15.2,86,5.81,16.28,-10.47,0.31,0.43,0.606,0.436,24.42,26.74,8.87
"Meyer, Matt",ASUN,Jacksonville,Sr,P,,,17.4,102,22.55,14.71,7.84,0.284,0.392,0.346,0.331,27.45,6.86,3.43
"Meyer, Max",Big 10,Minnesota,Fr,UT,,,15.2,61,39.34,6.56,32.78,0.175,0.246,0.211,0.213,24.59,13.11,0.98
"Meyer, Reggie",Big 10,Minnesota,Jr,P,2018,1139,65.4,297,11.45,5.72,5.73,0.245,0.293,0.33,0.273,27.27,30.64,3.62
"Meyerring, Jon",Mid American,Miami (OH),Jr,P,,,1.2,14,7.14,21.43,-14.29,0.375,0.643,1.125,0.653,0,28.57,38.15
"Meyers, Jake",Atlantic 10,Saint Josephs,Jr,INF,,,10.4,65,16.92,6.15,10.77,0.393,0.431,0.536,0.407,13.85,21.54,4.01
"Meza, Isaac",Western Athletic,CSU Bakersfield,So,P,,,16.9,92,14.13,6.52,7.61,0.321,0.359,0.494,0.358,20.65,25,5.16
"Michael, Noah",Sun Belt,South Ala.,Fr,P,,,11,51,15.69,11.76,3.93,0.273,0.373,0.432,0.352,15.69,31.37,4.78
"Michaelis, Ethan",ASUN,North Florida,Jr,P,,,11.2,65,12.31,9.23,3.08,0.421,0.477,0.439,0.405,26.15,12.31,3.59
"Michaels, Logan",Summit League,Oral Roberts,Sr,P,,,18.1,101,19.8,18.81,0.99,0.231,0.396,0.346,0.341,11.88,27.72,6.02
"Michalik, Kyle",Big 10,Ohio State,Sr,P,,,17.3,136,13.24,8.82,4.42,0.319,0.39,0.478,0.368,26.47,16.91,4.77
"Michel, Austen",Ivy League,Dartmouth,So,P,,,22.4,102,20.59,0.98,19.61,0.245,0.255,0.327,0.249,33.33,18.63,2.12
"Michel, Reed",Southland,Northwestern St.,Jr,P,,,8.1,34,20.59,17.65,2.94,0.185,0.353,0.185,0.272,29.41,14.71,4.01
"Micheles, Chris",Pac 12,Washington,So,P,,,22.6,133,15.79,10.53,5.26,0.308,0.391,0.496,0.382,23.31,21.8,5.14
"Miednik, Jake",Conference USA,Fla. Atlantic,Sr,P,2018,613,55.1,245,21.22,7.76,13.46,0.222,0.294,0.338,0.278,25.31,22.04,3.75
"Mignone, Brendan",Atlantic 10,Rhode Island,Fr,P,,,1.1,9,0,33.33,-33.33,0.25,0.556,0.25,0.408,22.22,11.11,14.06
"Mihlbauer, Augie",Big 12,TCU,Fr,P,,,11.2,49,28.57,16.33,12.24,0.15,0.306,0.225,0.258,20.41,20.41,4.22
"Mikel, Jordan",Summit League,Western Ill.,Fr,P,,,8.2,48,16.67,22.92,-6.25,0.314,0.479,0.429,0.405,16.67,16.67,5.59
"Mikell, Calder",Conference USA,Southern Miss,Jr,P,,,3.3,20,20,10,10,0.25,0.4,0.313,0.335,20,20,4.36
"Mikolajchak, Nick",Southland,Sam Houston St.,So,P,,,31.8,190,18.42,10.53,7.89,0.321,0.395,0.473,0.373,9.47,31.05,4.25
"Mikulski, Matt",Atlantic 10,Fordham,Fr,P,,,13.2,56,19.64,7.14,12.5,0.224,0.321,0.224,0.26,23.21,25,3.07
"Milam, Blaine",Southwestern,Alabama A&M,Sr,P,,,33.8,202,10.89,9.9,0.99,0.359,0.421,0.476,0.385,14.85,28.22,5.13
"Milam, Kevin",West Coast,Saint Marys (CA),So,P,,,50.5,230,18.26,8.7,9.56,0.264,0.33,0.338,0.296,24.35,21.74,3.36
"Miles, Eric",Big South,Presbyterian,So,P,,,37.6,171,21.05,4.68,16.37,0.24,0.292,0.357,0.283,18.13,29.24,3.65
"Miles, Robert",Southwestern,Jackson St.,Fr,P,,,6.1,27,7.41,11.11,-3.7,0.273,0.37,0.318,0.312,14.81,37.04,4.46
"Miles, Ryan",Atlantic 10,George Mason,Fr,P,,,0.2,8,12.5,12.5,0,0.5,0.75,0.5,0.576,0,12.5,53.15
"Miller, Austin",SEC,Ole Miss,So,P,,,5.1,22,36.36,9.09,27.27,0.2,0.273,0.65,0.374,18.18,18.18,6.28
"Miller, Bobby",ACC,Louisville,Fr,P,,,36,147,17.69,6.12,11.57,0.197,0.259,0.295,0.245,29.93,24.49,3.79
"Miller, Cameron",Mid American,Central Mich.,Fr,P,,,4.2,18,27.78,0,27.78,0.222,0.222,0.222,0.195,16.67,33.33,0.77
"Miller, Casey",Mountain West,UNLV,Fr,P,,,1.1,6,16.67,16.67,0,0.2,0.333,0.4,0.322,0,50,4.06
"Miller, Duane",Summit League,Fort Wayne,So,P,,,6.8,61,8.2,37.7,-29.5,0.343,0.59,0.4,0.456,8.2,21.31,12.26
"Miller, Eddie",ASUN,North Florida,Jr,P,,,10.2,55,27.27,9.09,18.18,0.222,0.327,0.289,0.282,10.91,25.45,3.83
"Miller, Erik",Pac 12,Stanford,So,P,,,32.1,164,18.9,9.15,9.75,0.291,0.36,0.369,0.321,26.83,15.24,3.3
"Miller, Evan",Big East,Xavier,Fr,P,,,10,51,19.61,13.73,5.88,0.317,0.451,0.512,0.42,15.69,19.61,6.75
"Miller, Henry",Big East,Xavier,Fr,P,,,9.1,40,17.5,10,7.5,0.286,0.375,0.343,0.325,22.5,22.5,3.26
"Miller, Jake",American East,Binghamton,So,P,,,12,72,13.89,16.67,-2.78,0.263,0.389,0.439,0.359,33.33,11.11,5.81
"Miller, Kyrell",Conference USA,UTSA,Jr,P,,,8.2,42,19.05,9.52,9.53,0.281,0.381,0.313,0.314,21.43,14.29,3.76
"Miller, Matt",Conference USA,Louisiana Tech,Jr,P,,,39.8,186,26.34,8.06,18.28,0.215,0.29,0.423,0.305,17.2,25.27,5.06
"Miller, Mike",OVC,SIUE,Sr,P,,,8.2,76,14.47,21.05,-6.58,0.345,0.5,0.621,0.473,18.42,17.11,11.81
"Miller, Mitchell",ACC,Clemson,So,P,2018,931,0.5,13,15.38,15.38,0,0.5,0.615,0.5,0.499,15.38,7.69,13.15
"Miller, Quentin",Big East,Butler,Jr,P,,,10.5,70,11.43,15.71,-4.28,0.286,0.4,0.411,0.357,18.57,27.14,6.29
"Miller, Ryan",ACC,Clemson,Sr,P,2018,189,25,125,18.4,11.2,7.2,0.292,0.376,0.443,0.355,20.8,20.8,5.31
"Miller, Sean",Big East,Seton Hall,Fr,P,,,1,7,14.29,28.57,-14.28,0.4,0.571,0.6,0.5,14.29,14.29,7.15
"Miller, Tim",Atlantic 10,Richmond,Fr,INF,,,25.4,124,16.13,11.29,4.84,0.33,0.403,0.422,0.362,21.77,20.97,3.23
"Miller, Tim",Ivy League,Penn,Fr,P,,,0.2,4,25,0,25,0.5,0.5,0.5,0.439,0,25,-6.85
"Miller, Tommy",Metro Atlantic,Siena,Jr,P,,,73.1,357,16.81,6.44,10.37,0.29,0.342,0.398,0.321,20.17,27.45,3.19
"Miller, Troy",Big 10,Michigan,Jr,P,,,17,94,8.51,9.57,-1.06,0.256,0.351,0.39,0.328,32.98,23.4,5.09
"Miller, Tyler",Southland,Incarnate Word,Jr,P,2018,684,39.9,209,16.27,10.53,5.74,0.25,0.34,0.389,0.319,23.44,24.88,4.05
"Millett, Mason",West Coast,Gonzaga,Fr,P,,,0.2,2,0,50,-50,0,0.5,0,0.345,50,0,18.15
"Milligan, Hunter",SEC,Arkansas,Fr,P,,,1.1,6,33.33,16.67,16.66,0,0.333,0,0.235,33.33,0,4.97
"Mills, Dakota",Southland,Sam Houston St.,Sr,P,2018,713,56.8,278,19.06,2.52,16.54,0.311,0.335,0.473,0.344,19.78,26.62,3.46
"Milto, Paul",Big 10,Indiana,Jr,P,,,66.2,307,15.96,8.79,7.17,0.216,0.293,0.308,0.269,25.41,28.34,3.86
"Minato, Chad",Ivy League,Harvard,So,INF,,,0.1,2,0,0,0,0.5,0.5,2,1.008,50,0,133.15
"Minella, Pete",Summit League,Western Ill.,Jr,P,,,18.4,116,12.07,4.31,7.76,0.31,0.379,0.47,0.365,24.14,23.28,5.86
