Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Ryder, Christian",SEC,Georgia,So,P,,,11.5,71,18.31,12.68,5.63,0.189,0.338,0.358,0.309,25.35,16.9,6.8
"Rye, Josh",OVC,Austin Peay,Jr,P,,,94.4,425,17.41,8,9.41,0.238,0.304,0.455,0.321,15.76,33.88,5.74
"Saalfrank, Andrew",Big 10,Indiana,So,P,,,43.7,214,24.3,9.81,14.49,0.291,0.364,0.45,0.352,24.3,14.02,3.54
"Sabido, Freddy",Northeast,Wagner,So,P,,,12.8,73,15.07,15.07,0,0.263,0.411,0.333,0.344,17.81,24.66,4.94
"Sabo, Jonathan",Southern,The Citadel,Sr,INF,,,23.1,125,19.2,9.6,9.6,0.263,0.368,0.394,0.334,16.8,22.4,5.35
"Sabol, B.J.",Big 10,Indiana,Sr,P,,,42.8,233,21.46,6.44,15.02,0.251,0.326,0.422,0.326,24.46,21.89,4.55
"Sabouri, Arman",Pac 12,California,So,P,,,36.1,167,25.15,10.18,14.97,0.203,0.305,0.326,0.281,19.76,20.96,3.45
"Sabrosky, Andrew",Horizon,Northern Ky.,Sr,P,,,3,22,13.64,31.82,-18.18,0.308,0.591,0.385,0.462,9.09,18.18,10.15
"Sacco, David",Metro Atlantic,Fairfield,Sr,P,,,47.1,231,19.91,8.23,11.68,0.305,0.368,0.443,0.353,17.32,25.97,3.91
"Sachse, Austin",OVC,Southeast Mo. St.,Jr,P,,,0.1,3,33.33,66.67,-33.34,0,0.667,0,0.461,0,0,43.15
"Sadd, Nicholas",Patriot,Bucknell,Fr,P,,,8.1,54,11.11,22.22,-11.11,0.25,0.481,0.344,0.384,7.41,25.93,8.33
"Sadowitz, Jacob",Ivy League,Penn,So,P,,,11.1,59,23.73,15.25,8.48,0.283,0.407,0.413,0.361,18.64,13.56,4.77
"Saenz, Dustin",SEC,Texas A&M,Fr,P,,,12.1,57,17.54,8.77,8.77,0.3,0.386,0.4,0.349,10.53,33.33,3.23
"Saenz, Kenny",West Coast,BYU,Jr,P,,,19,87,17.24,16.09,1.15,0.2,0.356,0.329,0.316,19.54,27.59,5.62
"Sakamoto, Masashi",Atlantic 10,Dayton,Sr,P,,,21,138,9.42,7.97,1.45,0.352,0.406,0.582,0.415,15.22,32.61,7.48
"Sakowski, John",Big East,Creighton,So,INF,,,12.2,66,12.12,9.09,3.03,0.356,0.424,0.61,0.438,25.76,19.7,7.82
"Saks, Adam",Ivy League,Cornell,Jr,P,,,18.6,103,18.45,12.62,5.83,0.229,0.35,0.277,0.291,28.16,15.53,3.85
"Salazar, Ramon",Southland,Incarnate Word,Sr,P,,,20.1,126,9.52,10.32,-0.8,0.387,0.452,0.5,0.409,20.63,21.43,4.99
"Salazar, Raul",West Coast,Pepperdine,Fr,P,,,6.2,36,5.56,13.89,-8.33,0.296,0.417,0.296,0.331,8.33,38.89,5.89
"Salinas, Ricardo",Conference USA,Rice,Jr,P,,,80.9,390,16.41,9.49,6.92,0.245,0.321,0.363,0.3,27.18,22.05,4.25
"Salisbury, Gerry",Mid American,Ohio,Sr,P,,,148.4,712,16.43,8.71,7.72,0.286,0.353,0.432,0.337,22.47,22.89,4.49
"Salzman, Braydon",West Coast,Loyola Marymount,So,P,,,19.2,107,26.17,6.54,19.63,0.283,0.327,0.424,0.323,17.76,22.43,2.68
"Sampen, Caleb",Horizon,Wright St.,So,P,2018,614,77.5,327,18.96,6.12,12.84,0.222,0.294,0.287,0.262,32.72,18.04,3.08
"Sampson, Justice",Mid-Eastern,N.C. Central,Sr,P,,,65.1,347,20.75,8.36,12.39,0.303,0.357,0.401,0.327,23.63,15.27,3.3
"Sanburn, Chandler",Missouri Valley,Wichita St.,Sr,P,2018,269,56.3,283,29.33,9.19,20.14,0.214,0.311,0.383,0.306,15.19,24.38,4.14
"Sanchez, J",Mid-Eastern,Delaware St.,Fr,P,,,23,113,15.04,7.96,7.08,0.35,0.398,0.5,0.381,19.47,23.01,3.54
"Sanchez, Sebastian",Big West,Long Beach St.,Sr,P,,,19.2,110,15.45,14.55,0.9,0.287,0.4,0.46,0.371,20,20.91,7.05
"Sanchez, Thomas",Southwestern,Ark. Pine Bluff,Jr,P,,,39.9,224,13.39,14.73,-1.34,0.326,0.433,0.487,0.4,17.41,25.45,5.33
"Sande, Ryan",Big South,Radford,Jr,P,,,70.6,351,12.82,9.69,3.13,0.269,0.365,0.387,0.333,21.94,27.07,5.02
"Sanders, Cam",SEC,LSU,Jr,P,2018,368,23,111,24.32,13.51,10.81,0.253,0.378,0.396,0.345,11.71,25.23,4.97
"Sanders, Travis",Mountain West,San Jose St.,Jr,P,,,1.1,14,14.29,21.43,-7.14,0.636,0.714,1.091,0.717,0,14.29,7.69
"Sanders, Trevor",Southwestern,Alabama A&M,Fr,P,,,3.2,26,7.69,19.23,-11.54,0.421,0.538,0.789,0.532,15.38,19.23,15.65
"Sanderson, Blake",Conference USA,Fla. Atlantic,Jr,P,,,46.4,245,20.82,6.53,14.29,0.292,0.363,0.421,0.343,15.1,26.53,4.31
"Sandlin, Nick",Conference USA,Southern Miss,Jr,P,2018,67,115.1,502,38.05,6.97,31.08,0.16,0.243,0.199,0.208,23.11,12.95,1.27
"Sands, Cole",ACC,Florida St,Jr,P,2018,154,131.9,584,20.55,6.51,14.04,0.232,0.3,0.37,0.291,23.63,23.29,4.08
"Santa Cruz, JJ",Mountain West,Fresno St.,Sr,P,,,30.2,175,23.43,9.71,13.72,0.331,0.4,0.589,0.413,15.43,18.86,5.43
"Santana, Christian",Conference USA,FIU,Fr,P,,,19.1,88,22.73,17.05,5.68,0.167,0.33,0.212,0.265,19.32,20.45,3.88
"Santana, Tyler",ASUN,Jacksonville,So,P,,,60.6,284,20.77,8.45,12.32,0.253,0.317,0.317,0.282,23.94,20.77,3.18
"Santoro, Joe",Patriot,Army,So,P,,,22.1,114,21.93,16.67,5.26,0.227,0.395,0.443,0.369,18.42,19.3,6.63
"Santos, Avery",AAC,UConn,Jr,P,,,4,23,4.35,4.35,0,0.455,0.478,0.818,0.537,26.09,21.74,3.4
"Santos, Joey",Mid-Eastern,Norfolk St.,Fr,P,,,28.2,129,22.48,15.5,6.98,0.202,0.349,0.269,0.293,13.18,28.68,4.1
"Sapsford, Tyler",Ivy League,Yale,So,P,,,26.8,145,15.17,11.03,4.14,0.279,0.352,0.418,0.331,24.14,21.38,4.86
"Sara, Jamie",Colonial,William & Mary,So,P,,,32,159,24.53,14.47,10.06,0.244,0.384,0.291,0.316,17.61,18.24,3.52
"Sasaki, Jared",Big West,UC Davis,Fr,P,,,54.1,224,10.27,4.02,6.25,0.279,0.304,0.348,0.281,22.32,33.04,3.39
"Satriale, Greg",American East,Binghamton,So,INF,,,3.2,16,18.75,18.75,0,0.167,0.313,0.25,0.262,18.75,25,4.08
"Satterly, TJ",OVC,Morehead St.,Jr,P,,,39,161,24.84,8.7,16.14,0.225,0.311,0.471,0.331,25.47,16.15,5.22
"Sauer, Andrew",Patriot,Navy,Jr,P,,,72.9,347,17.87,8.93,8.94,0.231,0.334,0.296,0.289,27.95,19.31,3.96
"Saunders, Elijah",Southwestern,Grambling,Sr,P,,,48.9,268,11.57,11.19,0.38,0.346,0.437,0.53,0.411,20.9,20.52,6.32
"Saurez, Chris",Southwestern,Texas Southern,Sr,INF,,,38.2,162,20.99,8.02,12.97,0.194,0.272,0.381,0.277,15.43,32.72,3.72
"Sausville, Shawn",Mid-Eastern,Savannah St.,Sr,P,,,14.1,99,10.1,15.15,-5.05,0.356,0.465,0.411,0.387,26.26,11.11,6.91
"Saviano, John",ASUN,NJIT,Sr,P,,,59.4,326,18.4,11.04,7.36,0.272,0.371,0.398,0.341,25.15,18.71,4.71
"Savino, Dominic",American East,Albany (NY),Jr,P,,,108.7,518,16.6,8.88,7.72,0.247,0.328,0.291,0.282,30.89,17.37,3.58
"Sawrie, Nathan",Southwestern,Ark. Pine Bluff,Sr,P,,,73.4,377,9.55,12.47,-2.92,0.321,0.411,0.484,0.384,20.16,26.53,5.65
"Sawyer, AJ",Big West,UC Riverside,Sr,OF,,,13.2,64,15.63,7.81,7.82,0.278,0.328,0.444,0.324,18.75,26.56,4.97
"Sawyer, Corey",Big East,Seton Hall,So,P,,,20.1,96,27.08,7.29,19.79,0.224,0.271,0.4,0.283,14.58,27.08,4.19
"Sawyer, Josh",Big 12,Texas,Jr,P,2018,488,49.9,246,17.48,13.41,4.07,0.26,0.362,0.343,0.316,21.95,21.95,4.11
"Saxton, Will",Conference USA,FIU,Fr,UT,,,12.2,63,25.4,9.52,15.88,0.315,0.365,0.426,0.338,17.46,15.87,3.07
"Scafidi, Christian",Ivy League,Penn,So,P,,,52,225,22.67,5.78,16.89,0.281,0.333,0.438,0.331,17.78,24.44,3.47
"Scalzo, Jr., Frank",Mountain West,San Jose St.,Fr,P,,,7,33,24.24,9.09,15.15,0.259,0.333,0.333,0.293,12.12,24.24,2.58
"Scanlon, Colin",Atlantic 10,La Salle,Fr,P,,,13.2,62,30.65,4.84,25.81,0.328,0.355,0.586,0.39,19.35,12.9,2.92
"Schaefer, Luke",Mid American,Toledo,Jr,P,,,34.1,204,18.14,11.27,6.87,0.294,0.392,0.476,0.375,14.71,25.98,6.28
"Schaenzer, Brad",SEC,Kentucky,Sr,P,,,65.1,336,18.45,6.85,11.6,0.306,0.36,0.482,0.359,14.58,29.17,4.58
"Schaller, Reid",SEC,Vanderbilt,Fr,P,2018,101,20,92,25,4.35,20.65,0.289,0.337,0.361,0.306,19.57,19.57,1.9
"Schanuel, Brady",Big 10,Iowa,Jr,P,2018,815,31,148,25.68,14.86,10.82,0.231,0.372,0.35,0.327,14.19,20.95,4.24
"Scharf, Ryan",Conference USA,Middle Tenn,Jr,P,,,5.1,26,3.85,26.92,-23.07,0.222,0.462,0.556,0.436,23.08,26.92,12.56
"Scheer, Joshua",AAC,Memphis,Jr,P,,,7.2,37,32.43,18.92,13.51,0.226,0.405,0.258,0.326,18.92,13.51,3.15
"Scheidler, Nick",Pac 12,UCLA,So,P,,,17.9,123,20.33,15.45,4.88,0.28,0.398,0.43,0.364,21.14,17.07,6.05
"Scherzer, Luke",ACC,Virginia Tech,Sr,P,,,37.7,207,22.22,7.73,14.49,0.291,0.362,0.363,0.321,21.74,17.39,2.88
"Scheuer, Ian",Metro Atlantic,Manhattan,So,P,,,2.4,28,7.14,32.14,-25,0.412,0.607,0.529,0.493,10.71,17.86,13.98
"Schilleci, Blake",SEC,Auburn,Jr,P,,,3,18,5.56,5.56,0,0.4,0.5,0.733,0.515,22.22,22.22,9.81
"Schilling, Hayden",Mountain West,New Mexico,Jr,INF,,,8,60,11.67,16.67,-5,0.229,0.367,0.313,0.313,31.67,18.33,7.15
"Schimmoeller, Tanner",AAC,Cincinnati,Jr,P,,,27.4,170,11.76,17.06,-5.3,0.273,0.447,0.383,0.38,16.47,26.47,7.13
"Schindler, Rafe",Southland,New Orleans,Fr,P,,,13,50,16,10,6,0.075,0.26,0.175,0.224,28,30,5.22
"Schipper, Lowell",Atlantic 10,Richmond,So,P,,,23,125,18.4,16,2.4,0.25,0.384,0.5,0.374,14.4,24.8,7.67
"Schkade, Parker",Sun Belt,UT Arlington,So,P,,,2.1,9,11.11,11.11,0,0.143,0.333,0.143,0.254,11.11,44.44,5.05
"Schlimm, Brandon",Atlantic 10,St. Bonaventure,Sr,P,,,104.5,520,16.35,8.65,7.7,0.287,0.36,0.399,0.329,22.69,21.15,4.14
"Schmid, Colin",Sun Belt,Appalachian St.,Jr,OF,2018,393,168.5,775,20.39,7.87,12.52,0.277,0.339,0.386,0.316,22.45,20.77,3.51
"Schmidt, Colten",Sun Belt,Louisiana,Sr,P,2018,696,89.8,370,20.27,2.97,17.3,0.231,0.268,0.281,0.243,24.32,26.49,2.43
"Schmidt, Jack",Ivy League,Dartmouth,Fr,P,,,2.2,14,14.29,21.43,-7.14,0.2,0.429,0.2,0.325,21.43,21.43,6.78
"Schmidt, Kaleb",Southland,Central Ark.,So,P,,,13.6,72,16.67,9.72,6.95,0.377,0.458,0.508,0.418,16.67,19.44,4.54
"Schmit, Ryan",Big East,Butler,Fr,P,,,0.1,3,33.33,33.33,0,0.5,0.667,0.5,0.523,0,0,13.15
"Schmitt, Casey",Mountain West,San Diego St.,Fr,UT,,,18,71,18.31,4.23,14.08,0.172,0.197,0.172,0.165,29.58,26.76,2.2
"Schmitt, Kaden",Western Athletic,Utah Valley,Sr,P,,,109.6,577,14.9,8.49,6.41,0.333,0.404,0.523,0.394,18.89,24.09,4.93
"Schmitt, Logan",Mid American,Miami (OH),Fr,P,,,0.1,2,0,0,0,0.5,0.5,0.5,0.439,0,50,3.15
"Schmitt, Ryan",Big 10,Illinois,So,P,,,32.6,182,14.29,11.54,2.75,0.284,0.368,0.452,0.353,21.43,25.27,5.66
"Schneider, Cam",Big West,Cal Poly,Jr,P,,,47.9,238,21.85,9.24,12.61,0.298,0.374,0.385,0.334,15.13,23.53,3
"Schneider, Dylan",Sun Belt,UT Arlington,Jr,P,,,46.9,261,14.56,8.81,5.75,0.243,0.322,0.344,0.292,22.99,25.67,4.34
"Schneider, Grant",Pac 12,Arizona St.,Sr,P,,,19.6,129,15.5,14.73,0.77,0.308,0.434,0.442,0.388,23.26,17.05,6.11
"Schneider, Nathan",West Coast,Saint Marys (CA),Fr,P,,,10.1,41,21.95,14.63,7.32,0.125,0.293,0.125,0.222,31.71,14.63,3.74
"Schneider, Peyton",Southwestern,Texas Southern,Jr,P,,,46,231,12.12,9.09,3.03,0.326,0.411,0.4,0.358,29.44,13.85,4.36
"Schneider, Zach",Conference USA,Fla. Atlantic,Jr,P,,,17.2,81,18.52,11.11,7.41,0.235,0.346,0.25,0.281,27.16,18.52,3.5
"Schnell, Alex",ACC,Clemson,Sr,P,,,35.8,220,12.27,8.64,3.63,0.31,0.386,0.451,0.36,24.55,20.91,5.44
"Schniederjans, Ben",ACC,Georgia Tech,Sr,P,,,33.2,180,12.78,9.44,3.34,0.267,0.356,0.333,0.309,18.33,30,4.32
"Schnitz-Paxton, Layne",Mid American,Toledo,So,P,,,32.8,179,13.41,22.91,-9.5,0.264,0.464,0.312,0.369,24.02,13.97,6.65
"Schoch, Stephen",American East,UMBC,So,P,,,42,172,31.4,5.23,26.17,0.208,0.262,0.282,0.239,19.19,18.02,2.19
"Schoenle, Garrett",AAC,Cincinnati,Fr,P,,,6.1,27,37.04,25.93,11.11,0.053,0.333,0.211,0.28,14.81,14.81,5.93
"Schoff, Tyler",Northeast,Bryant,Fr,P,,,0.2,3,33.33,0,33.33,0.333,0.333,0.333,0.293,0,33.33,-6.85
"Schragger, Ben",Conference USA,Rice,Jr,P,,,4.8,34,8.82,0,8.82,0.296,0.441,0.37,0.376,32.35,14.71,6.27
"Schramm, Trey",Big East,Xavier,Jr,P,,,57.8,294,15.99,7.82,8.17,0.266,0.333,0.421,0.326,24.83,23.81,5.05
"Schrand, Jake",Horizon,Wright St.,Fr,P,,,7.1,41,24.39,19.51,4.88,0.355,0.512,0.355,0.406,4.88,19.51,4.56
"Schreiber, John",Mid American,Kent St.,Jr,P,,,15.2,95,17.89,12.63,5.26,0.35,0.442,0.45,0.392,14.74,22.11,4.53
"Schreiber, Max",Big 10,Nebraska,Fr,P,,,8,40,10,7.5,2.5,0.333,0.4,0.424,0.358,32.5,12.5,5.65
"Schriever, Blake",Big West,CSUN,Fr,P,,,23,111,25.23,9.91,15.32,0.255,0.333,0.418,0.325,17.12,23.42,2.84
"Schrimmer, Brian",Missouri Valley,Bradley,Jr,P,,,13.1,52,38.46,19.23,19.23,0.098,0.269,0.146,0.214,21.15,11.54,2.38
"Schroeder, Dillon",Mid American,Eastern Mich.,Fr,P,,,14.2,68,11.76,8.82,2.94,0.305,0.368,0.458,0.352,25,23.53,4.41
"Schuermann, Grant",Southern,Furman,Jr,P,,,159.8,730,14.93,3.84,11.09,0.298,0.326,0.47,0.336,22.05,27.81,4.51
"Schulefand, Jordan",Atlantic 10,Richmond,Fr,UT,,,2.1,13,15.38,7.69,7.69,0.364,0.385,0.727,0.439,7.69,30.77,8.86
"Schulfer, Austin",Horizon,Milwaukee,Sr,P,2018,574,159.6,735,21.5,7.35,14.15,0.258,0.337,0.359,0.308,21.09,21.5,3.72
"Schulte, Eric",Metro Atlantic,Rider,Jr,P,,,1.2,13,23.08,30.77,-7.69,0.444,0.615,0.667,0.539,7.69,7.69,8.15
"Schulte, Trent",West Coast,Gonzaga,So,P,,,6.4,33,6.06,12.12,-6.06,0.31,0.394,0.621,0.424,15.15,39.39,8.46
"Schultz, Andrew",SEC,Tennessee,So,P,,,9.6,73,26.03,19.18,6.85,0.315,0.493,0.352,0.396,9.59,15.07,5.13
"Schultz, Chandler",OVC,Belmont,Fr,P,,,15.1,69,13.04,8.7,4.34,0.279,0.362,0.443,0.35,31.88,18.84,4.41
"Schultz, Connor",Big East,Butler,Fr,P,,,23.2,111,20.72,8.11,12.61,0.323,0.369,0.404,0.335,18.02,21.62,2.33
"Schultz, Paxton",Western Athletic,Utah Valley,So,P,,,71.9,338,23.96,7.69,16.27,0.279,0.355,0.403,0.332,21.01,18.64,3.34
"Schultz, Zach",Mid American,Kent St.,So,P,,,14.8,75,21.33,8,13.33,0.238,0.347,0.508,0.364,28,14.67,7.61
"Schulze, Brett",Big 10,Minnesota,So,P,,,69.3,338,17.16,9.47,7.69,0.273,0.364,0.412,0.34,18.93,26.04,5.07
"Schunk, Aaron",SEC,Georgia,So,UT,,,15,60,11.67,3.33,8.34,0.228,0.25,0.298,0.238,23.33,38.33,3.48
"Schwab, Buck",Patriot,Lehigh,Sr,P,,,22.2,150,9.33,4.67,4.66,0.366,0.42,0.515,0.401,18.67,28.67,4.95
"Schwab, Davis",Missouri Valley,Missouri St.,Jr,P,,,15.2,71,16.9,14.08,2.82,0.241,0.338,0.448,0.333,19.72,25.35,5.25
"Schwab, Zemp",ASUN,Stetson,Fr,P,,,1,5,20,20,0,0.25,0.4,0.25,0.314,0,40,4.15
"Schwaner, Clay",Southern,Wofford,Fr,P,,,26.2,129,13.18,6.98,6.2,0.321,0.38,0.45,0.355,29.46,14.73,5.44
"Schwarz, Brent",Conference USA,Rice,Jr,P,,,5.3,43,18.6,16.28,2.32,0.314,0.442,0.371,0.371,18.6,18.6,4.66
"Schweers, Nate",Horizon,Oakland,Sr,P,,,83.5,429,22.14,7.69,14.45,0.283,0.34,0.403,0.322,17.02,24.71,3.02
"Scolaro, Jonah",ACC,Florida St,Fr,P,,,29.2,131,28.24,7.63,20.61,0.246,0.328,0.307,0.287,16.03,21.37,2.6
"Scott, Adam",Southern,Wofford,Sr,P,2018,133,254.5,1121,24.89,6.42,18.47,0.253,0.305,0.408,0.307,19.36,23.82,3.77
"Scott, Derek",Southland,Abilene Christian,Jr,OF,,,44.6,200,16,9,7,0.259,0.325,0.414,0.317,22,26.5,4.22
"Scott, Drew",Ivy League,Yale,Sr,P,,,63.1,358,14.8,14.8,0,0.295,0.422,0.395,0.365,24.02,16.48,5.32
"Scott, Jarred",Southland,Nicholls St.,Sr,P,,,13.4,76,17.11,25,-7.89,0.241,0.447,0.407,0.385,18.42,18.42,6.88
"Screier, Jonathan",Northeast,LIU Brooklyn,Jr,P,,,0.1,5,0,20,-20,0.75,0.8,1.5,0.892,20,0,163.15
"Scroggins, Cody",SEC,Arkansas,So,INF,,,13.4,70,24.29,12.86,11.43,0.232,0.371,0.357,0.33,12.86,24.29,4.49
"Scruggs, Turner",Big South,Winthrop,So,P,,,8.3,43,9.3,18.6,-9.3,0.25,0.419,0.469,0.387,11.63,34.88,8.93
"Seabrooke, Trey",Patriot,Navy,So,P,,,29.2,131,18.32,5.34,12.98,0.268,0.313,0.325,0.283,27.48,22.9,2.33
"Sebby, Michael",Missouri Valley,Illinois St.,So,P,,,16.4,83,24.1,12.05,12.05,0.197,0.301,0.437,0.316,21.69,22.89,5.89
"Sebek, Ondrej",Western Athletic,Utah Valley,Sr,P,,,15.8,91,18.68,14.29,4.39,0.278,0.407,0.5,0.389,10.99,27.47,7.51
"Sechler, Connor",Missouri Valley,Missouri St.,Fr,P,,,34,147,29.93,6.12,23.81,0.214,0.306,0.278,0.268,11.56,25.85,2.53
"Seebach, Kyle",Mid American,Northern Ill.,Fr,P,,,1.1,8,0,0,0,0.333,0.5,1.333,0.684,12.5,37.5,32.24
"Seever, Jason",Pac 12,Arizona,Sr,P,,,2.2,15,20,13.33,6.67,0.308,0.4,0.385,0.351,20,20,3.15
"Sefcik, Quinten",Big 10,Illinois,Jr,P,,,47.5,247,15.79,12.55,3.24,0.274,0.401,0.371,0.348,25.1,17,4.89
"Segal, Alex",Missouri Valley,Wichita St.,Fr,P,,,15,60,30,8.33,21.67,0.16,0.283,0.2,0.235,23.33,16.67,2.55
"Seig, Hayden",Atlantic 10,Saint Josephs,So,P,,,23.5,138,19.57,15.22,4.35,0.273,0.406,0.464,0.379,16.67,21.74,6.93
"Seils, Josh",Colonial,Towson,Fr,P,,,18.2,116,7.76,18.97,-11.21,0.411,0.534,0.611,0.487,20.69,17.24,7.71
"Seitz, Graham",ACC,Virginia Tech,So,P,,,27.6,129,16.28,13.95,2.33,0.236,0.357,0.302,0.303,22.48,24.03,3.91
"Selby, Stone",OVC,Belmont,Fr,P,,,10.1,57,17.54,14.04,3.5,0.375,0.456,0.542,0.426,21.05,14.04,4.83
"Self, Riley",SEC,Mississippi St.,So,P,,,33.4,184,21.74,8.7,13.04,0.278,0.342,0.358,0.309,18.48,23.37,3.15
"Sellers, Ben",Summit League,Western Ill.,So,INF,,,9.1,63,20.63,17.46,3.17,0.353,0.46,0.608,0.447,17.46,14.29,6.77
"Sellers, Wil",Big South,Gardner-Webb,Sr,P,,,97.7,499,22.24,4.81,17.43,0.29,0.329,0.44,0.328,25.25,17.84,3.29
"Seltsam, Nathan",Northeast,Mt. St. Marys,Jr,P,,,7.6,81,7.41,11.11,-3.7,0.529,0.568,0.868,0.579,8.64,23.46,8.94
"Seminaris, Adam",Big West,Long Beach St.,Fr,P,,,39.2,165,19.39,3.03,16.36,0.286,0.297,0.377,0.287,29.09,18.18,2.89
"Senger, Dalton",ASUN,North Florida,Fr,P,,,0.2,4,0,50,-50,0,0.5,0,0.345,0,50,33.15
"Senger, Mitchell",ASUN,Stetson,So,P,,,74.5,332,28.31,9.34,18.97,0.22,0.298,0.304,0.269,21.08,17.77,2.77
"Sequeira, Gabriel",Southland,Sam Houston St.,So,P,,,44.2,195,22.56,8.21,14.35,0.228,0.303,0.327,0.28,22.56,22.56,3.4
"Sergent, Jordan",Big South,High Point,Sr,UT,,,33.4,176,7.95,11.93,-3.98,0.322,0.409,0.493,0.386,21.02,27.27,6.5
"Serio, Joshua",Horizon,Milwaukee,Sr,P,,,1.1,7,28.57,28.57,0,0.2,0.429,0.2,0.323,0,28.57,4.97
"Serratos, Oscar",ACC,Georgia Tech,Fr,INF,,,2.2,16,18.75,6.25,12.5,0.333,0.375,0.417,0.331,12.5,18.75,3.15
"Servello, John",Mid American,Toledo,Fr,P,,,1.2,9,33.33,44.44,-11.11,0,0.444,0,0.307,22.22,0,8.15
"Service, Kyle",Horizon,Northern Ky.,Fr,P,,,32.2,181,12.71,9.39,3.32,0.413,0.464,0.568,0.436,24.86,12.71,4.79
"Serwa, Kenny",OVC,SIUE,Jr,P,,,43.1,189,14.81,2.12,12.69,0.301,0.312,0.432,0.312,28.57,21.69,2.57
"Sexton, Hunter",Conference USA,Marshall,So,P,,,38,193,23.83,12.95,10.88,0.227,0.358,0.357,0.321,16.06,21.76,4.78
"Seymour, Carson",Ivy League,Dartmouth,Fr,P,,,5.1,31,3.23,12.9,-9.67,0.417,0.548,0.667,0.513,19.35,22.58,9.42
"Seymour, Ian",ACC,Virginia Tech,Fr,P,,,45.2,203,25.12,12.81,12.31,0.25,0.35,0.36,0.316,16.26,22.17,3.9
"Sgaramella, Mike",Big East,Villanova,Sr,P,,,98.3,514,15.56,8.75,6.81,0.346,0.405,0.515,0.39,25.49,15.56,4.49
"Shaffer, Trey",Southland,Southeastern LA.,Fr,OF,,,21.1,83,31.33,7.23,24.1,0.123,0.229,0.178,0.198,21.69,24.1,2.72
"Shane, Matt",Northeast,Central Conn. St.,Fr,P,,,13.2,66,16.67,16.67,0,0.283,0.394,0.377,0.342,18.18,22.73,3.98
"Shannahan, Gregory",ASUN,Jacksonville,Jr,P,,,36.6,178,24.72,11.8,12.92,0.228,0.337,0.423,0.331,19.1,20.79,5.36
"Shapiro, Joshua",Conference USA,Marshall,Jr,P,,,134.4,654,17.74,12.84,4.9,0.297,0.393,0.428,0.36,23.7,17.89,4.56
"Sharp, Brian",SEC,Missouri,Jr,INF,2018,770,34.8,169,25.44,8.88,16.56,0.232,0.302,0.351,0.287,14.79,28.4,3.18
"Sharp, Collin",Big 12,Baylor,Jr,P,,,1.2,8,12.5,0,12.5,0.571,0.625,0.571,0.529,12.5,12.5,3.98
"Sharp, David",Mid-Eastern,Savannah St.,Fr,P,,,6.1,38,21.05,18.42,2.63,0.379,0.526,0.552,0.466,10.53,15.79,4.95
"Sharpe, Zarion",Colonial,UNCW,So,P,,,58.4,273,17.22,8.79,8.43,0.252,0.322,0.399,0.312,19.78,28.21,4.31
"Shaver, Jackson",Mid American,Eastern Mich.,Jr,P,,,42,185,14.59,7.57,7.02,0.267,0.351,0.416,0.336,15.14,34.05,4.67
"Shaw, Hal",Northeast,Sacred Heart,Jr,P,,,14.7,82,8.54,7.32,1.22,0.356,0.415,0.534,0.405,28.05,20.73,5.6
"Shaw, Kieran",Ivy League,Harvard,So,P,,,34.4,183,17.49,8.2,9.29,0.318,0.388,0.503,0.379,14.75,26.23,5.39
"Sheehan, Bodie",Colonial,William & Mary,Jr,P,,,181.2,823,15.92,6.56,9.36,0.262,0.313,0.399,0.307,18.96,31.83,3.89
"Sheehan, Charlie",Atlantic 10,Saint Louis,So,P,,,33.8,159,19.5,10.06,9.44,0.234,0.314,0.362,0.299,27.04,21.38,4.36
"Sheehan, Jack",ACC,Notre Dame,So,P,,,17.7,97,11.34,8.25,3.09,0.333,0.392,0.476,0.371,19.59,26.8,4.33
"Sheehan, Tommy",ACC,Notre Dame,Fr,INF,,,42.2,188,10.11,13.3,-3.19,0.283,0.388,0.447,0.365,19.15,31.38,6.09
"Sheffield, Paul",Mid-Eastern,Savannah St.,Sr,P,,,39.6,187,19.25,8.56,10.69,0.258,0.326,0.399,0.313,16.04,29.41,4.41
"Sheinkop, Jordan",Atlantic 10,George Washington,Sr,P,,,21.2,119,10.92,12.61,-1.69,0.35,0.429,0.417,0.374,15.97,29.41,4.04
"Shell, Chase",Sun Belt,South Ala.,So,P,,,14.1,61,26.23,6.56,19.67,0.232,0.295,0.393,0.299,13.11,31.15,2.86
"Shelton, Cody",Southern,Samford,Jr,P,,,102.7,464,21.98,8.84,13.14,0.243,0.332,0.371,0.312,25,18.97,4.19
"Shelton, Trent",Big West,Cal Poly,Sr,P,,,75.6,349,19.2,6.02,13.18,0.293,0.33,0.374,0.306,24.93,20.92,3.07
"Shenefield, Hayden",Big West,CSUN,Sr,P,,,24,95,28.42,7.37,21.05,0.2,0.284,0.235,0.242,20,23.16,2.15
"Shereyk, Michael",OVC,SIUE,Jr,P,,,31.7,194,11.34,5.67,5.67,0.385,0.418,0.536,0.407,20.1,25.26,4.54
"Sheridan, Joe",AAC,UCF,So,P,,,83.6,401,18.7,11.97,6.73,0.261,0.349,0.324,0.301,27.43,15.21,3.57
"Sherley, Luke",Sun Belt,Texas State,Sr,INF,2018,405,1,3,66.67,0,66.67,0,0,0,0,0,33.33,-0.85
